Date,Hours,SE1
22-06-2018,19 - 20,414.78
22-06-2018,20 - 21,376.34
22-06-2018,21 - 22,368.4
22-06-2018,22 - 23,370.67
22-06-2018,23 - 00,342.85
23-06-2018,00 - 01,247.82
23-06-2018,01 - 02,189.88
23-06-2018,02 - 03,185.45
23-06-2018,03 - 04,159.27
23-06-2018,04 - 05,113.91
23-06-2018,05 - 06,134.11
23-06-2018,06 - 07,175.66
23-06-2018,07 - 08,371.62
23-06-2018,08 - 09,413.89
23-06-2018,09 - 10,433.27
23-06-2018,10 - 11,441.51
23-06-2018,11 - 12,439.55
23-06-2018,12 - 13,434.92
23-06-2018,13 - 14,432.44
23-06-2018,14 - 15,426.05
23-06-2018,15 - 16,422.75
23-06-2018,16 - 17,416.36
23-06-2018,17 - 18,430.48
23-06-2018,18 - 19,432.44
23-06-2018,19 - 20,438.32
23-06-2018,20 - 21,439.86
23-06-2018,21 - 22,439.14
23-06-2018,22 - 23,435.64
23-06-2018,23 - 00,406.57
24-06-2018,00 - 01,410.3
24-06-2018,01 - 02,393.23
24-06-2018,02 - 03,378.75
24-06-2018,03 - 04,370.16
24-06-2018,04 - 05,366.75
24-06-2018,05 - 06,368.2
24-06-2018,06 - 07,404.92
24-06-2018,07 - 08,421.27
24-06-2018,08 - 09,445.68
24-06-2018,09 - 10,448.27
24-06-2018,10 - 11,454.79
24-06-2018,11 - 12,458.82
24-06-2018,12 - 13,458.1
24-06-2018,13 - 14,456.65
24-06-2018,14 - 15,457.68
24-06-2018,15 - 16,454.17
24-06-2018,16 - 17,454.27
24-06-2018,17 - 18,455.82
24-06-2018,18 - 19,458.51
24-06-2018,19 - 20,465.03
24-06-2018,20 - 21,464.62
24-06-2018,21 - 22,471.34
24-06-2018,22 - 23,470.93
24-06-2018,23 - 00,447.86
25-06-2018,00 - 01,440.3
25-06-2018,01 - 02,423.86
25-06-2018,02 - 03,410.51
25-06-2018,03 - 04,406.79
25-06-2018,04 - 05,382.58
25-06-2018,05 - 06,445.27
25-06-2018,06 - 07,479.2
25-06-2018,07 - 08,476.51
25-06-2018,08 - 09,485.72
25-06-2018,09 - 10,487.48
25-06-2018,10 - 11,488.62
25-06-2018,11 - 12,487.89
25-06-2018,12 - 13,487.48
25-06-2018,13 - 14,487.58
25-06-2018,14 - 15,483.34
25-06-2018,15 - 16,479.41
25-06-2018,16 - 17,470.62
25-06-2018,17 - 18,480.96
25-06-2018,18 - 19,485.2
25-06-2018,19 - 20,482.93
25-06-2018,20 - 21,476.62
25-06-2018,21 - 22,473.51
25-06-2018,22 - 23,471.65
25-06-2018,23 - 00,455.1
26-06-2018,00 - 01,457.16
26-06-2018,01 - 02,438.19
26-06-2018,02 - 03,428.03
26-06-2018,03 - 04,430.93
26-06-2018,04 - 05,426.68
26-06-2018,05 - 06,449.39
26-06-2018,06 - 07,491.28
26-06-2018,07 - 08,497.6
26-06-2018,08 - 09,504.76
26-06-2018,09 - 10,507.04
26-06-2018,10 - 11,507.66
26-06-2018,11 - 12,509.22
26-06-2018,12 - 13,517.93
26-06-2018,13 - 14,519.48
26-06-2018,14 - 15,517.82
26-06-2018,15 - 16,505.9
26-06-2018,16 - 17,487.13
26-06-2018,17 - 18,495.53
26-06-2018,18 - 19,496.77
26-06-2018,19 - 20,493.25
26-06-2018,20 - 21,487.75
26-06-2018,21 - 22,485.16
26-06-2018,22 - 23,482.26
26-06-2018,23 - 00,460.59
27-06-2018,00 - 01,454.74
27-06-2018,01 - 02,433.85
27-06-2018,02 - 03,430.54
27-06-2018,03 - 04,429.09
27-06-2018,04 - 05,417.19
27-06-2018,05 - 06,453.3
27-06-2018,06 - 07,489.19
27-06-2018,07 - 08,491.78
27-06-2018,08 - 09,500.26
27-06-2018,09 - 10,502.02
27-06-2018,10 - 11,502.95
27-06-2018,11 - 12,500.16
27-06-2018,12 - 13,501.4
27-06-2018,13 - 14,503.36
27-06-2018,14 - 15,503.78
27-06-2018,15 - 16,498.09
27-06-2018,16 - 17,491.88
27-06-2018,17 - 18,498.09
27-06-2018,18 - 19,507.4
27-06-2018,19 - 20,504.71
27-06-2018,20 - 21,495.4
27-06-2018,21 - 22,497.98
27-06-2018,22 - 23,493.43
27-06-2018,23 - 00,469.02
28-06-2018,00 - 01,463.45
28-06-2018,01 - 02,432.03
28-06-2018,02 - 03,431.62
28-06-2018,03 - 04,425.4
28-06-2018,04 - 05,414.72
28-06-2018,05 - 06,456.3
28-06-2018,06 - 07,488.64
28-06-2018,07 - 08,509.17
28-06-2018,08 - 09,524.62
28-06-2018,09 - 10,529.6
28-06-2018,10 - 11,520.99
28-06-2018,11 - 12,515.81
28-06-2018,12 - 13,511.56
28-06-2018,13 - 14,510.21
28-06-2018,14 - 15,503.06
28-06-2018,15 - 16,493.41
28-06-2018,16 - 17,483.98
28-06-2018,17 - 18,491.24
28-06-2018,18 - 19,492.89
28-06-2018,19 - 20,496.21
28-06-2018,20 - 21,486.05
28-06-2018,21 - 22,474.65
28-06-2018,22 - 23,473.92
28-06-2018,23 - 00,429.86
29-06-2018,00 - 01,405.85
29-06-2018,01 - 02,394.3
29-06-2018,02 - 03,374.84
29-06-2018,03 - 04,353.61
29-06-2018,04 - 05,353.4
29-06-2018,05 - 06,397.01
29-06-2018,06 - 07,469.85
29-06-2018,07 - 08,497.95
29-06-2018,08 - 09,510.65
29-06-2018,09 - 10,515.95
29-06-2018,10 - 11,514.6
29-06-2018,11 - 12,510.86
29-06-2018,12 - 13,501.7
29-06-2018,13 - 14,496.81
29-06-2018,14 - 15,489.94
29-06-2018,15 - 16,483.17
29-06-2018,16 - 17,480.47
29-06-2018,17 - 18,480.57
29-06-2018,18 - 19,496.6
29-06-2018,19 - 20,506.9
29-06-2018,20 - 21,505.76
29-06-2018,21 - 22,502.22
29-06-2018,22 - 23,488.9
29-06-2018,23 - 00,450.39
30-06-2018,00 - 01,470.11
30-06-2018,01 - 02,449.33
30-06-2018,02 - 03,451.21
30-06-2018,03 - 04,419.69
30-06-2018,04 - 05,424.28
30-06-2018,05 - 06,450.59
30-06-2018,06 - 07,467.39
30-06-2018,07 - 08,480.44
30-06-2018,08 - 09,497.87
30-06-2018,09 - 10,497.03
30-06-2018,10 - 11,503.3
30-06-2018,11 - 12,500.17
30-06-2018,12 - 13,495.78
30-06-2018,13 - 14,483.67
30-06-2018,14 - 15,478.25
30-06-2018,15 - 16,474.28
30-06-2018,16 - 17,474.07
30-06-2018,17 - 18,483.99
30-06-2018,18 - 19,497.03
30-06-2018,19 - 20,506.64
30-06-2018,20 - 21,502.67
30-06-2018,21 - 22,495.89
30-06-2018,22 - 23,494.53
30-06-2018,23 - 00,474.38
1/7/2018,00 - 01,482.48
1/7/2018,01 - 02,465.83
1/7/2018,02 - 03,451.49
1/7/2018,03 - 04,443.53
1/7/2018,04 - 05,440.39
1/7/2018,05 - 06,443.22
1/7/2018,06 - 07,462.38
1/7/2018,07 - 08,471.38
1/7/2018,08 - 09,475.57
1/7/2018,09 - 10,477.14
1/7/2018,10 - 11,481.33
1/7/2018,11 - 12,481.96
1/7/2018,12 - 13,481.85
1/7/2018,13 - 14,479.76
1/7/2018,14 - 15,477.56
1/7/2018,15 - 16,481.64
1/7/2018,16 - 17,480.81
1/7/2018,17 - 18,484.26
1/7/2018,18 - 19,489.91
1/7/2018,19 - 20,506.46
1/7/2018,20 - 21,512.11
1/7/2018,21 - 22,492.53
1/7/2018,22 - 23,503
1/7/2018,23 - 00,487.19
2/7/2018,00 - 01,499.44
2/7/2018,01 - 02,483.84
2/7/2018,02 - 03,480.7
2/7/2018,03 - 04,475.26
2/7/2018,04 - 05,463.63
2/7/2018,05 - 06,481.64
2/7/2018,06 - 07,518.19
2/7/2018,07 - 08,533.58
2/7/2018,08 - 09,565.62
2/7/2018,09 - 10,545.93
2/7/2018,10 - 11,532.11
2/7/2018,11 - 12,531.8
2/7/2018,12 - 13,533.47
2/7/2018,13 - 14,532.95
2/7/2018,14 - 15,533.37
2/7/2018,15 - 16,530.02
2/7/2018,16 - 17,528.34
2/7/2018,17 - 18,544.36
2/7/2018,18 - 19,578.39
2/7/2018,19 - 20,611.9
2/7/2018,20 - 21,557.45
2/7/2018,21 - 22,554.52
2/7/2018,22 - 23,537.35
2/7/2018,23 - 00,512.43
3/7/2018,00 - 01,506.89
3/7/2018,01 - 02,489.87
3/7/2018,02 - 03,471.9
3/7/2018,03 - 04,467.62
3/7/2018,04 - 05,465.42
3/7/2018,05 - 06,488.72
3/7/2018,06 - 07,524.44
3/7/2018,07 - 08,562.88
3/7/2018,08 - 09,630.87
3/7/2018,09 - 10,584.39
3/7/2018,10 - 11,558.28
3/7/2018,11 - 12,542.3
3/7/2018,12 - 13,549.19
3/7/2018,13 - 14,562.88
3/7/2018,14 - 15,558.91
3/7/2018,15 - 16,550.55
3/7/2018,16 - 17,532.27
3/7/2018,17 - 18,553.48
3/7/2018,18 - 19,573.84
3/7/2018,19 - 20,562.98
3/7/2018,20 - 21,548.78
3/7/2018,21 - 22,540.42
3/7/2018,22 - 23,545.43
3/7/2018,23 - 00,525.17
4/7/2018,00 - 01,494.85
4/7/2018,01 - 02,476.8
4/7/2018,02 - 03,472.27
4/7/2018,03 - 04,474.54
4/7/2018,04 - 05,468.55
4/7/2018,05 - 06,492.79
4/7/2018,06 - 07,527.54
4/7/2018,07 - 08,562.6
4/7/2018,08 - 09,625.7
4/7/2018,09 - 10,598.69
4/7/2018,10 - 11,597.24
4/7/2018,11 - 12,590.75
4/7/2018,12 - 13,557.13
4/7/2018,13 - 14,553.11
4/7/2018,14 - 15,553.42
4/7/2018,15 - 16,556.2
4/7/2018,16 - 17,556.51
4/7/2018,17 - 18,566.62
4/7/2018,18 - 19,597.76
4/7/2018,19 - 20,617.76
4/7/2018,20 - 21,603.12
4/7/2018,21 - 22,583.84
4/7/2018,22 - 23,558.47
4/7/2018,23 - 00,525.16
5/7/2018,00 - 01,516.49
5/7/2018,01 - 02,498.12
5/7/2018,02 - 03,487.76
5/7/2018,03 - 04,483.66
5/7/2018,04 - 05,485.71
5/7/2018,05 - 06,506.33
5/7/2018,06 - 07,545.52
5/7/2018,07 - 08,578.97
5/7/2018,08 - 09,628.01
5/7/2018,09 - 10,625.24
5/7/2018,10 - 11,640.33
5/7/2018,11 - 12,657.36
5/7/2018,12 - 13,655.41
5/7/2018,13 - 14,652.23
5/7/2018,14 - 15,605.75
5/7/2018,15 - 16,590.57
5/7/2018,16 - 17,553.73
5/7/2018,17 - 18,543.47
5/7/2018,18 - 19,562.56
5/7/2018,19 - 20,568.51
5/7/2018,20 - 21,565.33
5/7/2018,21 - 22,551.89
5/7/2018,22 - 23,534.03
5/7/2018,23 - 00,515.15
6/7/2018,00 - 01,506.5
6/7/2018,01 - 02,489.24
6/7/2018,02 - 03,478.72
6/7/2018,03 - 04,450.42
6/7/2018,04 - 05,443.27
6/7/2018,05 - 06,483.42
6/7/2018,06 - 07,511.51
6/7/2018,07 - 08,548.49
6/7/2018,08 - 09,571.27
6/7/2018,09 - 10,571.68
6/7/2018,10 - 11,571.48
6/7/2018,11 - 12,570.56
6/7/2018,12 - 13,565.96
6/7/2018,13 - 14,559.12
6/7/2018,14 - 15,546.55
6/7/2018,15 - 16,535.21
6/7/2018,16 - 17,517.54
6/7/2018,17 - 18,516.72
6/7/2018,18 - 19,513.45
6/7/2018,19 - 20,515.09
6/7/2018,20 - 21,512.53
6/7/2018,21 - 22,506.71
6/7/2018,22 - 23,499.46
6/7/2018,23 - 00,488.32
7/7/2018,00 - 01,495.63
7/7/2018,01 - 02,479.89
7/7/2018,02 - 03,453.35
7/7/2018,03 - 04,412.51
7/7/2018,04 - 05,412
7/7/2018,05 - 06,463.23
7/7/2018,06 - 07,487.51
7/7/2018,07 - 08,489.05
7/7/2018,08 - 09,493.78
7/7/2018,09 - 10,505.1
7/7/2018,10 - 11,509.31
7/7/2018,11 - 12,507.57
7/7/2018,12 - 13,504.99
7/7/2018,13 - 14,500.36
7/7/2018,14 - 15,497.18
7/7/2018,15 - 16,494.19
7/7/2018,16 - 17,492.13
7/7/2018,17 - 18,496.76
7/7/2018,18 - 19,502.22
7/7/2018,19 - 20,500.98
7/7/2018,20 - 21,498.2
7/7/2018,21 - 22,494.91
7/7/2018,22 - 23,494.6
7/7/2018,23 - 00,496.35
8/7/2018,00 - 01,491.54
8/7/2018,01 - 02,471.69
8/7/2018,02 - 03,461.14
8/7/2018,03 - 04,460.73
8/7/2018,04 - 05,461.25
8/7/2018,05 - 06,482.12
8/7/2018,06 - 07,495.43
8/7/2018,07 - 08,496.96
8/7/2018,08 - 09,503.92
8/7/2018,09 - 10,505.56
8/7/2018,10 - 11,512.72
8/7/2018,11 - 12,514.46
8/7/2018,12 - 13,514.05
8/7/2018,13 - 14,511.9
8/7/2018,14 - 15,509.55
8/7/2018,15 - 16,507.3
8/7/2018,16 - 17,508.53
8/7/2018,17 - 18,510.98
8/7/2018,18 - 19,514.05
8/7/2018,19 - 20,516.1
8/7/2018,20 - 21,516.92
8/7/2018,21 - 22,514.46
8/7/2018,22 - 23,520.19
8/7/2018,23 - 00,511.09
9/7/2018,00 - 01,500.75
9/7/2018,01 - 02,486.22
9/7/2018,02 - 03,480.38
9/7/2018,03 - 04,468.31
9/7/2018,04 - 05,460.53
9/7/2018,05 - 06,484.78
9/7/2018,06 - 07,513.13
9/7/2018,07 - 08,547.72
9/7/2018,08 - 09,551.2
9/7/2018,09 - 10,546.19
9/7/2018,10 - 11,549.98
9/7/2018,11 - 12,554.79
9/7/2018,12 - 13,547.21
9/7/2018,13 - 14,546.19
9/7/2018,14 - 15,548.13
9/7/2018,15 - 16,544.35
9/7/2018,16 - 17,537.49
9/7/2018,17 - 18,536.16
9/7/2018,18 - 19,538.41
9/7/2018,19 - 20,543.02
9/7/2018,20 - 21,539.64
9/7/2018,21 - 22,531.55
9/7/2018,22 - 23,530.74
9/7/2018,23 - 00,508.94
10/7/2018,00 - 01,495.53
10/7/2018,01 - 02,488.46
10/7/2018,02 - 03,477.91
10/7/2018,03 - 04,468.17
10/7/2018,04 - 05,461.31
10/7/2018,05 - 06,493.68
10/7/2018,06 - 07,518.47
10/7/2018,07 - 08,568.16
10/7/2018,08 - 09,574
10/7/2018,09 - 10,603.4
10/7/2018,10 - 11,598.38
10/7/2018,11 - 12,596.84
10/7/2018,12 - 13,587.21
10/7/2018,13 - 14,584.14
10/7/2018,14 - 15,573.38
10/7/2018,15 - 16,564.98
10/7/2018,16 - 17,556.99
10/7/2018,17 - 18,573.69
10/7/2018,18 - 19,584.45
10/7/2018,19 - 20,587.83
10/7/2018,20 - 21,574.51
10/7/2018,21 - 22,560.89
10/7/2018,22 - 23,559.86
10/7/2018,23 - 00,519.29
11/7/2018,00 - 01,506.97
11/7/2018,01 - 02,502.46
11/7/2018,02 - 03,493.34
11/7/2018,03 - 04,491.71
11/7/2018,04 - 05,484.33
11/7/2018,05 - 06,495.5
11/7/2018,06 - 07,526.75
11/7/2018,07 - 08,564.25
11/7/2018,08 - 09,589.25
11/7/2018,09 - 10,591.71
11/7/2018,10 - 11,583.41
11/7/2018,11 - 12,580.85
11/7/2018,12 - 13,573.67
11/7/2018,13 - 14,563.43
11/7/2018,14 - 15,556.26
11/7/2018,15 - 16,549.9
11/7/2018,16 - 17,539.55
11/7/2018,17 - 18,565.89
11/7/2018,18 - 19,583.1
11/7/2018,19 - 20,584.84
11/7/2018,20 - 21,572.03
11/7/2018,21 - 22,564.76
11/7/2018,22 - 23,556.56
11/7/2018,23 - 00,528.49
12/7/2018,00 - 01,517.39
12/7/2018,01 - 02,508.76
12/7/2018,02 - 03,504.55
12/7/2018,03 - 04,503.93
12/7/2018,04 - 05,499.82
12/7/2018,05 - 06,509.79
12/7/2018,06 - 07,524.69
12/7/2018,07 - 08,558.81
12/7/2018,08 - 09,578.96
12/7/2018,09 - 10,585.54
12/7/2018,10 - 11,599.31
12/7/2018,11 - 12,599.21
12/7/2018,12 - 13,580.81
12/7/2018,13 - 14,564.47
12/7/2018,14 - 15,559.64
12/7/2018,15 - 16,557.27
12/7/2018,16 - 17,549.46
12/7/2018,17 - 18,569.81
12/7/2018,18 - 19,578.86
12/7/2018,19 - 20,588.21
12/7/2018,20 - 21,572.48
12/7/2018,21 - 22,560.87
12/7/2018,22 - 23,563.75
12/7/2018,23 - 00,525.82
13-07-2018,00 - 01,530.81
13-07-2018,01 - 02,520.06
13-07-2018,02 - 03,515.41
13-07-2018,03 - 04,507.44
13-07-2018,04 - 05,500.82
13-07-2018,05 - 06,516.23
13-07-2018,06 - 07,542.29
13-07-2018,07 - 08,570.42
13-07-2018,08 - 09,599.58
13-07-2018,09 - 10,584.59
13-07-2018,10 - 11,568.77
13-07-2018,11 - 12,560.6
13-07-2018,12 - 13,560.6
13-07-2018,13 - 14,559.46
13-07-2018,14 - 15,559.05
13-07-2018,15 - 16,554.29
13-07-2018,16 - 17,546.02
13-07-2018,17 - 18,557.7
13-07-2018,18 - 19,576.11
13-07-2018,19 - 20,585
13-07-2018,20 - 21,568.97
13-07-2018,21 - 22,562.56
13-07-2018,22 - 23,561.94
13-07-2018,23 - 00,536.92
14-07-2018,00 - 01,541.46
14-07-2018,01 - 02,526.93
14-07-2018,02 - 03,516.65
14-07-2018,03 - 04,507.62
14-07-2018,04 - 05,489.87
14-07-2018,05 - 06,500.56
14-07-2018,06 - 07,515.41
14-07-2018,07 - 08,522.78
14-07-2018,08 - 09,544.99
14-07-2018,09 - 10,547.06
14-07-2018,10 - 11,546.54
14-07-2018,11 - 12,546.23
14-07-2018,12 - 13,540.11
14-07-2018,13 - 14,536.27
14-07-2018,14 - 15,533.26
14-07-2018,15 - 16,530.14
14-07-2018,16 - 17,531.39
14-07-2018,17 - 18,536.48
14-07-2018,18 - 19,554.74
14-07-2018,19 - 20,563.77
14-07-2018,20 - 21,570.83
14-07-2018,21 - 22,562.73
14-07-2018,22 - 23,570.93
14-07-2018,23 - 00,543.84
15-07-2018,00 - 01,529.44
15-07-2018,01 - 02,510.46
15-07-2018,02 - 03,498.12
15-07-2018,03 - 04,485.88
15-07-2018,04 - 05,477.58
15-07-2018,05 - 06,498.02
15-07-2018,06 - 07,507.45
15-07-2018,07 - 08,515.75
15-07-2018,08 - 09,527.37
15-07-2018,09 - 10,535.35
15-07-2018,10 - 11,542.82
15-07-2018,11 - 12,543.13
15-07-2018,12 - 13,543.13
15-07-2018,13 - 14,538.67
15-07-2018,14 - 15,537.32
15-07-2018,15 - 16,535.66
15-07-2018,16 - 17,539.6
15-07-2018,17 - 18,544.17
15-07-2018,18 - 19,550.7
15-07-2018,19 - 20,562.63
15-07-2018,20 - 21,566.36
15-07-2018,21 - 22,569.06
15-07-2018,22 - 23,570.72
15-07-2018,23 - 00,552.36
16-07-2018,00 - 01,530.06
16-07-2018,01 - 02,508.28
16-07-2018,02 - 03,496.77
16-07-2018,03 - 04,494.9
16-07-2018,04 - 05,493.04
16-07-2018,05 - 06,517.1
16-07-2018,06 - 07,550.18
16-07-2018,07 - 08,579.32
16-07-2018,08 - 09,601.21
16-07-2018,09 - 10,609.3
16-07-2018,10 - 11,595.61
16-07-2018,11 - 12,598.82
16-07-2018,12 - 13,581.92
16-07-2018,13 - 14,569.78
16-07-2018,14 - 15,575.18
16-07-2018,15 - 16,574.66
16-07-2018,16 - 17,579.84
16-07-2018,17 - 18,594.88
16-07-2018,18 - 19,600.69
16-07-2018,19 - 20,601.1
16-07-2018,20 - 21,580.36
16-07-2018,21 - 22,576.11
16-07-2018,22 - 23,565.12
16-07-2018,23 - 00,537.63
17-07-2018,00 - 01,520.09
17-07-2018,01 - 02,507.99
17-07-2018,02 - 03,496.92
17-07-2018,03 - 04,494.23
17-07-2018,04 - 05,466.09
17-07-2018,05 - 06,499.4
17-07-2018,06 - 07,542.44
17-07-2018,07 - 08,580.1
17-07-2018,08 - 09,609.48
17-07-2018,09 - 10,599.76
17-07-2018,10 - 11,579.89
17-07-2018,11 - 12,579.38
17-07-2018,12 - 13,558.48
17-07-2018,13 - 14,555.27
17-07-2018,14 - 15,554.86
17-07-2018,15 - 16,556.3
17-07-2018,16 - 17,555.27
17-07-2018,17 - 18,557.86
17-07-2018,18 - 19,581.24
17-07-2018,19 - 20,595.62
17-07-2018,20 - 21,574.93
17-07-2018,21 - 22,557.44
17-07-2018,22 - 23,552.58
17-07-2018,23 - 00,530.96
18-07-2018,00 - 01,514.03
18-07-2018,01 - 02,495.28
18-07-2018,02 - 03,493.63
18-07-2018,03 - 04,476.93
18-07-2018,04 - 05,433.45
18-07-2018,05 - 06,493.42
18-07-2018,06 - 07,516.71
18-07-2018,07 - 08,551.03
18-07-2018,08 - 09,573.29
18-07-2018,09 - 10,557.73
18-07-2018,10 - 11,553.19
18-07-2018,11 - 12,553.3
18-07-2018,12 - 13,552.27
18-07-2018,13 - 14,552.58
18-07-2018,14 - 15,550.62
18-07-2018,15 - 16,550
18-07-2018,16 - 17,548.56
18-07-2018,17 - 18,553.19
18-07-2018,18 - 19,558.35
18-07-2018,19 - 20,559.69
18-07-2018,20 - 21,557.52
18-07-2018,21 - 22,553.61
18-07-2018,22 - 23,543.4
18-07-2018,23 - 00,514.03
19-07-2018,00 - 01,517.85
19-07-2018,01 - 02,505.48
19-07-2018,02 - 03,489.2
19-07-2018,03 - 04,433.14
19-07-2018,04 - 05,426.54
19-07-2018,05 - 06,476.22
19-07-2018,06 - 07,526.1
19-07-2018,07 - 08,557.42
19-07-2018,08 - 09,583.19
19-07-2018,09 - 10,576.59
19-07-2018,10 - 11,557.32
19-07-2018,11 - 12,556.91
19-07-2018,12 - 13,555.36
19-07-2018,13 - 14,546.09
19-07-2018,14 - 15,546.29
19-07-2018,15 - 16,554.44
19-07-2018,16 - 17,552.68
19-07-2018,17 - 18,569.48
19-07-2018,18 - 19,583.29
19-07-2018,19 - 20,597.31
19-07-2018,20 - 21,582.98
19-07-2018,21 - 22,567.32
19-07-2018,22 - 23,560.1
19-07-2018,23 - 00,534.86
20-07-2018,00 - 01,533.88
20-07-2018,01 - 02,520.51
20-07-2018,02 - 03,514.39
20-07-2018,03 - 04,498.64
20-07-2018,04 - 05,481.03
20-07-2018,05 - 06,509.63
20-07-2018,06 - 07,543.72
20-07-2018,07 - 08,565.69
20-07-2018,08 - 09,595.43
20-07-2018,09 - 10,600.82
20-07-2018,10 - 11,591.28
20-07-2018,11 - 12,587.45
20-07-2018,12 - 13,570.97
20-07-2018,13 - 14,570.14
20-07-2018,14 - 15,564.65
20-07-2018,15 - 16,570.56
20-07-2018,16 - 17,581.03
20-07-2018,17 - 18,600.09
20-07-2018,18 - 19,606.21
20-07-2018,19 - 20,600.3
20-07-2018,20 - 21,586.62
20-07-2018,21 - 22,573.88
20-07-2018,22 - 23,566.52
20-07-2018,23 - 00,544.76
21-07-2018,00 - 01,539.79
21-07-2018,01 - 02,523.28
21-07-2018,02 - 03,510.61
21-07-2018,03 - 04,509.05
21-07-2018,04 - 05,499.09
21-07-2018,05 - 06,508.85
21-07-2018,06 - 07,524.63
21-07-2018,07 - 08,539.99
21-07-2018,08 - 09,558.68
21-07-2018,09 - 10,571.45
21-07-2018,10 - 11,571.97
21-07-2018,11 - 12,572.91
21-07-2018,12 - 13,568.13
21-07-2018,13 - 14,558.37
21-07-2018,14 - 15,552.97
21-07-2018,15 - 16,549.03
21-07-2018,16 - 17,547.47
21-07-2018,17 - 18,554.74
21-07-2018,18 - 19,568.86
21-07-2018,19 - 20,572.39
21-07-2018,20 - 21,570.62
21-07-2018,21 - 22,567.72
21-07-2018,22 - 23,565.74
21-07-2018,23 - 00,544.46
22-07-2018,00 - 01,547.02
22-07-2018,01 - 02,530.63
22-07-2018,02 - 03,521.81
22-07-2018,03 - 04,517.66
22-07-2018,04 - 05,500.95
22-07-2018,05 - 06,508.01
22-07-2018,06 - 07,519.94
22-07-2018,07 - 08,533.74
22-07-2018,08 - 09,544.32
22-07-2018,09 - 10,548.68
22-07-2018,10 - 11,554.8
22-07-2018,11 - 12,557.29
22-07-2018,12 - 13,551.59
22-07-2018,13 - 14,549.51
22-07-2018,14 - 15,546.5
22-07-2018,15 - 16,544.74
22-07-2018,16 - 17,545.99
22-07-2018,17 - 18,547.44
22-07-2018,18 - 19,551.38
22-07-2018,19 - 20,572.13
22-07-2018,20 - 21,583.03
22-07-2018,21 - 22,589.88
22-07-2018,22 - 23,583.55
22-07-2018,23 - 00,553.87
23-07-2018,00 - 01,537.58
23-07-2018,01 - 02,520.88
23-07-2018,02 - 03,497.53
23-07-2018,03 - 04,488.71
23-07-2018,04 - 05,475.01
23-07-2018,05 - 06,521.19
23-07-2018,06 - 07,556.26
23-07-2018,07 - 08,585.31
23-07-2018,08 - 09,602.33
23-07-2018,09 - 10,612.6
23-07-2018,10 - 11,601.81
23-07-2018,11 - 12,601.6
23-07-2018,12 - 13,596
23-07-2018,13 - 14,589.98
23-07-2018,14 - 15,587.39
23-07-2018,15 - 16,586.87
23-07-2018,16 - 17,587.7
23-07-2018,17 - 18,600.87
23-07-2018,18 - 19,610.11
23-07-2018,19 - 20,602.02
23-07-2018,20 - 21,591.54
23-07-2018,21 - 22,589.56
23-07-2018,22 - 23,582.09
23-07-2018,23 - 00,559.79
24-07-2018,00 - 01,543.99
24-07-2018,01 - 02,521.12
24-07-2018,02 - 03,513.04
24-07-2018,03 - 04,507.97
24-07-2018,04 - 05,498.55
24-07-2018,05 - 06,526.5
24-07-2018,06 - 07,558.58
24-07-2018,07 - 08,575.25
24-07-2018,08 - 09,600.4
24-07-2018,09 - 10,598.12
24-07-2018,10 - 11,600.4
24-07-2018,11 - 12,605.06
24-07-2018,12 - 13,594.5
24-07-2018,13 - 14,587.05
24-07-2018,14 - 15,590.25
24-07-2018,15 - 16,596.88
24-07-2018,16 - 17,602.26
24-07-2018,17 - 18,595.22
24-07-2018,18 - 19,593.15
24-07-2018,19 - 20,590.77
24-07-2018,20 - 21,590.46
24-07-2018,21 - 22,586.53
24-07-2018,22 - 23,583.63
24-07-2018,23 - 00,563.76
25-07-2018,00 - 01,554.91
25-07-2018,01 - 02,533.49
25-07-2018,02 - 03,521.59
25-07-2018,03 - 04,520.46
25-07-2018,04 - 05,517.46
25-07-2018,05 - 06,532.15
25-07-2018,06 - 07,563.08
25-07-2018,07 - 08,568.25
25-07-2018,08 - 09,573.53
25-07-2018,09 - 10,582.84
25-07-2018,10 - 11,587.08
25-07-2018,11 - 12,592.04
25-07-2018,12 - 13,594.94
25-07-2018,13 - 14,582.11
25-07-2018,14 - 15,583.66
25-07-2018,15 - 16,596.91
25-07-2018,16 - 17,587.08
25-07-2018,17 - 18,577.46
25-07-2018,18 - 19,576.22
25-07-2018,19 - 20,574.87
25-07-2018,20 - 21,571.25
25-07-2018,21 - 22,571.66
25-07-2018,22 - 23,574.25
25-07-2018,23 - 00,563.08
26-07-2018,00 - 01,531.82
26-07-2018,01 - 02,517.11
26-07-2018,02 - 03,505.06
26-07-2018,03 - 04,497.14
26-07-2018,04 - 05,488.8
26-07-2018,05 - 06,516.08
26-07-2018,06 - 07,551.38
26-07-2018,07 - 08,565.38
26-07-2018,08 - 09,570.22
26-07-2018,09 - 10,580.71
26-07-2018,10 - 11,594.82
26-07-2018,11 - 12,592.24
26-07-2018,12 - 13,584.32
26-07-2018,13 - 14,576.29
26-07-2018,14 - 15,583.8
26-07-2018,15 - 16,582.88
26-07-2018,16 - 17,576.08
26-07-2018,17 - 18,587.3
26-07-2018,18 - 19,584.83
26-07-2018,19 - 20,574.85
26-07-2018,20 - 21,571.55
26-07-2018,21 - 22,564.86
26-07-2018,22 - 23,559.1
26-07-2018,23 - 00,535.94
27-07-2018,00 - 01,534.27
27-07-2018,01 - 02,515.79
