Date,Hours,SE1
27-07-2018,02 - 03,493.73
27-07-2018,03 - 04,490.14
27-07-2018,04 - 05,476.49
27-07-2018,05 - 06,521.95
27-07-2018,06 - 07,547.5
27-07-2018,07 - 08,559.61
27-07-2018,08 - 09,564.75
27-07-2018,09 - 10,573.57
27-07-2018,10 - 11,581.88
27-07-2018,11 - 12,574.6
27-07-2018,12 - 13,563.51
27-07-2018,13 - 14,558.18
27-07-2018,14 - 15,554.89
27-07-2018,15 - 16,556.74
27-07-2018,16 - 17,558.49
27-07-2018,17 - 18,560.33
27-07-2018,18 - 19,569.98
27-07-2018,19 - 20,572.03
27-07-2018,20 - 21,561.05
27-07-2018,21 - 22,559.41
27-07-2018,22 - 23,544.22
27-07-2018,23 - 00,521.85
28-07-2018,00 - 01,522.26
28-07-2018,01 - 02,505.46
28-07-2018,02 - 03,464.33
28-07-2018,03 - 04,444.13
28-07-2018,04 - 05,435.37
28-07-2018,05 - 06,458.25
28-07-2018,06 - 07,484.94
28-07-2018,07 - 08,513.8
28-07-2018,08 - 09,536.79
28-07-2018,09 - 10,547.1
28-07-2018,10 - 11,552.46
28-07-2018,11 - 12,552.04
28-07-2018,12 - 13,542.56
28-07-2018,13 - 14,529.26
28-07-2018,14 - 15,524.73
28-07-2018,15 - 16,521.74
28-07-2018,16 - 17,524.01
28-07-2018,17 - 18,524.42
28-07-2018,18 - 19,530.4
28-07-2018,19 - 20,545.03
28-07-2018,20 - 21,544.62
28-07-2018,21 - 22,547.2
28-07-2018,22 - 23,550.91
28-07-2018,23 - 00,521.43
29-07-2018,00 - 01,515.43
29-07-2018,01 - 02,481.63
29-07-2018,02 - 03,464.11
29-07-2018,03 - 04,453.91
29-07-2018,04 - 05,452.37
29-07-2018,05 - 06,453.6
29-07-2018,06 - 07,482.56
29-07-2018,07 - 08,495.44
29-07-2018,08 - 09,517.29
29-07-2018,09 - 10,527.08
29-07-2018,10 - 11,529.45
29-07-2018,11 - 12,528.11
29-07-2018,12 - 13,526.97
29-07-2018,13 - 14,526.77
29-07-2018,14 - 15,527.69
29-07-2018,15 - 16,529.55
29-07-2018,16 - 17,529.55
29-07-2018,17 - 18,540.06
29-07-2018,18 - 19,544.49
29-07-2018,19 - 20,558.61
29-07-2018,20 - 21,563.04
29-07-2018,21 - 22,562.83
29-07-2018,22 - 23,560.87
29-07-2018,23 - 00,546.45
30-07-2018,00 - 01,530.89
30-07-2018,01 - 02,495.85
30-07-2018,02 - 03,470.61
30-07-2018,03 - 04,467.31
30-07-2018,04 - 05,464.32
30-07-2018,05 - 06,515.53
30-07-2018,06 - 07,541.6
30-07-2018,07 - 08,556.03
30-07-2018,08 - 09,572.93
30-07-2018,09 - 10,585.71
30-07-2018,10 - 11,587.97
30-07-2018,11 - 12,587.15
30-07-2018,12 - 13,576.02
30-07-2018,13 - 14,567.16
30-07-2018,14 - 15,566.34
30-07-2018,15 - 16,567.57
30-07-2018,16 - 17,570.97
30-07-2018,17 - 18,577.57
30-07-2018,18 - 19,569.43
30-07-2018,19 - 20,567.06
30-07-2018,20 - 21,569.22
30-07-2018,21 - 22,568.5
30-07-2018,22 - 23,576.64
30-07-2018,23 - 00,546.45
31-07-2018,00 - 01,526.49
31-07-2018,01 - 02,514.51
31-07-2018,02 - 03,513.69
31-07-2018,03 - 04,508.47
31-07-2018,04 - 05,490.26
31-07-2018,05 - 06,518.2
31-07-2018,06 - 07,543.27
31-07-2018,07 - 08,554.84
31-07-2018,08 - 09,572.44
31-07-2018,09 - 10,581.25
31-07-2018,10 - 11,582.58
31-07-2018,11 - 12,579.4
31-07-2018,12 - 13,569.48
31-07-2018,13 - 14,558.83
31-07-2018,14 - 15,553.1
31-07-2018,15 - 16,551.36
31-07-2018,16 - 17,553.61
31-07-2018,17 - 18,564.15
31-07-2018,18 - 19,555.86
31-07-2018,19 - 20,555.86
31-07-2018,20 - 21,554.12
31-07-2018,21 - 22,552.89
31-07-2018,22 - 23,555.66
31-07-2018,23 - 00,541.74
1/8/2018,00 - 01,516.56
1/8/2018,01 - 02,509.48
1/8/2018,02 - 03,503.63
1/8/2018,03 - 04,499.22
1/8/2018,04 - 05,492.03
1/8/2018,05 - 06,512.35
1/8/2018,06 - 07,547.04
1/8/2018,07 - 08,563.57
1/8/2018,08 - 09,582.45
1/8/2018,09 - 10,580.61
1/8/2018,10 - 11,580.09
1/8/2018,11 - 12,579.48
1/8/2018,12 - 13,578.14
1/8/2018,13 - 14,578.14
1/8/2018,14 - 15,580.5
1/8/2018,15 - 16,572.91
1/8/2018,16 - 17,574.24
1/8/2018,17 - 18,574.65
1/8/2018,18 - 19,575.06
1/8/2018,19 - 20,578.14
1/8/2018,20 - 21,581.32
1/8/2018,21 - 22,574.55
1/8/2018,22 - 23,562.54
1/8/2018,23 - 00,551.87
2/8/2018,00 - 01,530.06
2/8/2018,01 - 02,515.43
2/8/2018,02 - 03,510.69
2/8/2018,03 - 04,507.4
2/8/2018,04 - 05,500.29
2/8/2018,05 - 06,515.84
2/8/2018,06 - 07,550.76
2/8/2018,07 - 08,583.72
2/8/2018,08 - 09,581.15
2/8/2018,09 - 10,581.56
2/8/2018,10 - 11,582.38
2/8/2018,11 - 12,582.69
2/8/2018,12 - 13,583.31
2/8/2018,13 - 14,583.83
2/8/2018,14 - 15,583.41
2/8/2018,15 - 16,584.14
2/8/2018,16 - 17,583.21
2/8/2018,17 - 18,583
2/8/2018,18 - 19,582.49
2/8/2018,19 - 20,583.41
2/8/2018,20 - 21,573.22
2/8/2018,21 - 22,581.97
2/8/2018,22 - 23,567.96
2/8/2018,23 - 00,555.5
3/8/2018,00 - 01,539.23
3/8/2018,01 - 02,526.56
3/8/2018,02 - 03,517.81
3/8/2018,03 - 04,510.09
3/8/2018,04 - 05,511.32
3/8/2018,05 - 06,517.81
3/8/2018,06 - 07,559
3/8/2018,07 - 08,566.2
3/8/2018,08 - 09,556.73
3/8/2018,09 - 10,560.95
3/8/2018,10 - 11,561.78
3/8/2018,11 - 12,562.19
3/8/2018,12 - 13,563.63
3/8/2018,13 - 14,573.1
3/8/2018,14 - 15,572.18
3/8/2018,15 - 16,568.47
3/8/2018,16 - 17,566
3/8/2018,17 - 18,565.69
3/8/2018,18 - 19,565.69
3/8/2018,19 - 20,562.5
3/8/2018,20 - 21,557.86
3/8/2018,21 - 22,559.1
3/8/2018,22 - 23,557.25
3/8/2018,23 - 00,554.78
4/8/2018,00 - 01,554.6
4/8/2018,01 - 02,531.78
4/8/2018,02 - 03,515.58
4/8/2018,03 - 04,511.03
4/8/2018,04 - 05,503.29
4/8/2018,05 - 06,503.08
4/8/2018,06 - 07,515.78
4/8/2018,07 - 08,533.02
4/8/2018,08 - 09,549.95
4/8/2018,09 - 10,556.35
4/8/2018,10 - 11,555.32
4/8/2018,11 - 12,546.65
4/8/2018,12 - 13,540.66
4/8/2018,13 - 14,531.37
4/8/2018,14 - 15,529
4/8/2018,15 - 16,527.34
4/8/2018,16 - 17,527.55
4/8/2018,17 - 18,532.51
4/8/2018,18 - 19,544.69
4/8/2018,19 - 20,551.19
4/8/2018,20 - 21,546.44
4/8/2018,21 - 22,545.62
4/8/2018,22 - 23,537.77
4/8/2018,23 - 00,512.07
5/8/2018,00 - 01,522.12
5/8/2018,01 - 02,514.59
5/8/2018,02 - 03,509.74
5/8/2018,03 - 04,493.75
5/8/2018,04 - 05,475.28
5/8/2018,05 - 06,464.96
5/8/2018,06 - 07,471.26
5/8/2018,07 - 08,489.41
5/8/2018,08 - 09,510.05
5/8/2018,09 - 10,513.56
5/8/2018,10 - 11,512.63
5/8/2018,11 - 12,512.94
5/8/2018,12 - 13,510.25
5/8/2018,13 - 14,509.22
5/8/2018,14 - 15,507.47
5/8/2018,15 - 16,495.71
5/8/2018,16 - 17,497.15
5/8/2018,17 - 18,514.69
5/8/2018,18 - 19,529.55
5/8/2018,19 - 20,540.48
5/8/2018,20 - 21,545.85
5/8/2018,21 - 22,551.11
5/8/2018,22 - 23,546.47
5/8/2018,23 - 00,531.4
6/8/2018,00 - 01,516.34
6/8/2018,01 - 02,495.09
6/8/2018,02 - 03,485.08
6/8/2018,03 - 04,474.77
6/8/2018,04 - 05,465.07
6/8/2018,05 - 06,485.91
6/8/2018,06 - 07,545.85
6/8/2018,07 - 08,551.93
6/8/2018,08 - 09,553.27
6/8/2018,09 - 10,556.06
6/8/2018,10 - 11,559.57
6/8/2018,11 - 12,566.17
6/8/2018,12 - 13,569.47
6/8/2018,13 - 14,586.08
6/8/2018,14 - 15,597.84
6/8/2018,15 - 16,602.48
6/8/2018,16 - 17,600.11
6/8/2018,17 - 18,589.38
6/8/2018,18 - 19,590.52
6/8/2018,19 - 20,586.29
6/8/2018,20 - 21,553.69
6/8/2018,21 - 22,567.82
6/8/2018,22 - 23,566.79
6/8/2018,23 - 00,561.53
7/8/2018,00 - 01,549.31
7/8/2018,01 - 02,536.63
7/8/2018,02 - 03,525.81
7/8/2018,03 - 04,512.82
7/8/2018,04 - 05,510.55
7/8/2018,05 - 06,530.96
7/8/2018,06 - 07,566.01
7/8/2018,07 - 08,615.28
7/8/2018,08 - 09,638.47
7/8/2018,09 - 10,638.37
7/8/2018,10 - 11,639.09
7/8/2018,11 - 12,624.97
7/8/2018,12 - 13,628.58
7/8/2018,13 - 14,639.4
7/8/2018,14 - 15,634.76
7/8/2018,15 - 16,625.17
7/8/2018,16 - 17,614.35
7/8/2018,17 - 18,602.5
7/8/2018,18 - 19,598.89
7/8/2018,19 - 20,588.68
7/8/2018,20 - 21,577.96
7/8/2018,21 - 22,590.02
7/8/2018,22 - 23,571.37
7/8/2018,23 - 00,535.7
8/8/2018,00 - 01,509.48
8/8/2018,01 - 02,490.9
8/8/2018,02 - 03,481.2
8/8/2018,03 - 04,453.22
8/8/2018,04 - 05,453.22
8/8/2018,05 - 06,493.48
8/8/2018,06 - 07,528.07
8/8/2018,07 - 08,591.56
8/8/2018,08 - 09,624.8
8/8/2018,09 - 10,613.96
8/8/2018,10 - 11,598.06
8/8/2018,11 - 12,566.78
8/8/2018,12 - 13,543.24
8/8/2018,13 - 14,539.22
8/8/2018,14 - 15,532.2
8/8/2018,15 - 16,538.18
8/8/2018,16 - 17,545.31
8/8/2018,17 - 18,556.77
8/8/2018,18 - 19,548.61
8/8/2018,19 - 20,545.72
8/8/2018,20 - 21,540.56
8/8/2018,21 - 22,541.59
8/8/2018,22 - 23,539.32
8/8/2018,23 - 00,516.92
9/8/2018,00 - 01,511.63
9/8/2018,01 - 02,480.22
9/8/2018,02 - 03,466.85
9/8/2018,03 - 04,455.97
9/8/2018,04 - 05,456.07
9/8/2018,05 - 06,483.13
9/8/2018,06 - 07,530.81
9/8/2018,07 - 08,540.76
9/8/2018,08 - 09,545.94
9/8/2018,09 - 10,557.76
9/8/2018,10 - 11,555.79
9/8/2018,11 - 12,558.79
9/8/2018,12 - 13,559.73
9/8/2018,13 - 14,562.63
9/8/2018,14 - 15,565.95
9/8/2018,15 - 16,563.56
9/8/2018,16 - 17,555.27
9/8/2018,17 - 18,557.96
9/8/2018,18 - 19,564.49
9/8/2018,19 - 20,580.46
9/8/2018,20 - 21,541.48
9/8/2018,21 - 22,532.88
9/8/2018,22 - 23,513.5
9/8/2018,23 - 00,490.18
10/8/2018,00 - 01,466.21
10/8/2018,01 - 02,438.97
10/8/2018,02 - 03,427.32
10/8/2018,03 - 04,422.96
10/8/2018,04 - 05,403.52
10/8/2018,05 - 06,415.16
10/8/2018,06 - 07,496.88
10/8/2018,07 - 08,516.64
10/8/2018,08 - 09,534.73
10/8/2018,09 - 10,536.29
10/8/2018,10 - 11,531.09
10/8/2018,11 - 12,526.1
10/8/2018,12 - 13,505.93
10/8/2018,13 - 14,494.7
10/8/2018,14 - 15,487.32
10/8/2018,15 - 16,480.14
10/8/2018,16 - 17,499.48
10/8/2018,17 - 18,525.16
10/8/2018,18 - 19,530.05
10/8/2018,19 - 20,531.3
10/8/2018,20 - 21,523.91
10/8/2018,21 - 22,523.4
10/8/2018,22 - 23,517.36
10/8/2018,23 - 00,501.66
11/8/2018,00 - 01,502.49
11/8/2018,01 - 02,477.07
11/8/2018,02 - 03,458.53
11/8/2018,03 - 04,431.13
11/8/2018,04 - 05,423.32
11/8/2018,05 - 06,427.18
11/8/2018,06 - 07,432.49
11/8/2018,07 - 08,460.61
11/8/2018,08 - 09,499.67
11/8/2018,09 - 10,504.99
11/8/2018,10 - 11,504.78
11/8/2018,11 - 12,505.82
11/8/2018,12 - 13,507.9
11/8/2018,13 - 14,504.47
11/8/2018,14 - 15,499.67
11/8/2018,15 - 16,490.4
11/8/2018,16 - 17,500.72
11/8/2018,17 - 18,507.7
11/8/2018,18 - 19,516.65
11/8/2018,19 - 20,528.94
11/8/2018,20 - 21,531.03
11/8/2018,21 - 22,533.01
11/8/2018,22 - 23,522.9
11/8/2018,23 - 00,514.36
12/8/2018,00 - 01,491.07
12/8/2018,01 - 02,464.36
12/8/2018,02 - 03,446.62
12/8/2018,03 - 04,438.79
12/8/2018,04 - 05,427.73
12/8/2018,05 - 06,427.1
12/8/2018,06 - 07,432.74
12/8/2018,07 - 08,427.52
12/8/2018,08 - 09,439.42
12/8/2018,09 - 10,457.99
12/8/2018,10 - 11,464.77
12/8/2018,11 - 12,469.78
12/8/2018,12 - 13,469.78
12/8/2018,13 - 14,463.63
12/8/2018,14 - 15,463.42
12/8/2018,15 - 16,470.51
12/8/2018,16 - 17,478.65
12/8/2018,17 - 18,495.14
12/8/2018,18 - 19,517.37
12/8/2018,19 - 20,528.74
12/8/2018,20 - 21,540.53
12/8/2018,21 - 22,548.88
12/8/2018,22 - 23,526.24
12/8/2018,23 - 00,516.01
13-08-2018,00 - 01,511.94
13-08-2018,01 - 02,491.28
13-08-2018,02 - 03,469.26
13-08-2018,03 - 04,461.02
13-08-2018,04 - 05,459.77
13-08-2018,05 - 06,493.16
13-08-2018,06 - 07,560.26
13-08-2018,07 - 08,600.74
13-08-2018,08 - 09,603.25
13-08-2018,09 - 10,613.06
13-08-2018,10 - 11,619.42
13-08-2018,11 - 12,635.8
13-08-2018,12 - 13,638.94
13-08-2018,13 - 14,676.29
13-08-2018,14 - 15,671.18
13-08-2018,15 - 16,634.87
13-08-2018,16 - 17,621.51
13-08-2018,17 - 18,627.56
13-08-2018,18 - 19,623.28
13-08-2018,19 - 20,635.18
13-08-2018,20 - 21,618.38
13-08-2018,21 - 22,626
13-08-2018,22 - 23,577.47
13-08-2018,23 - 00,521.12
14-08-2018,00 - 01,514.8
14-08-2018,01 - 02,498.86
14-08-2018,02 - 03,488.44
14-08-2018,03 - 04,476.15
14-08-2018,04 - 05,476.88
14-08-2018,05 - 06,502.4
14-08-2018,06 - 07,557.1
14-08-2018,07 - 08,642.96
14-08-2018,08 - 09,667.55
14-08-2018,09 - 10,670.88
14-08-2018,10 - 11,676.51
14-08-2018,11 - 12,678.17
14-08-2018,12 - 13,684.53
14-08-2018,13 - 14,663.79
14-08-2018,14 - 15,655.36
14-08-2018,15 - 16,645.25
14-08-2018,16 - 17,625.35
14-08-2018,17 - 18,609.72
14-08-2018,18 - 19,623.99
14-08-2018,19 - 20,661.92
14-08-2018,20 - 21,645.14
14-08-2018,21 - 22,645.67
14-08-2018,22 - 23,594.4
14-08-2018,23 - 00,531.26
15-08-2018,00 - 01,512.5
15-08-2018,01 - 02,501.92
15-08-2018,02 - 03,496.32
15-08-2018,03 - 04,482.84
15-08-2018,04 - 05,472.15
15-08-2018,05 - 06,489.47
15-08-2018,06 - 07,529.72
15-08-2018,07 - 08,573.08
15-08-2018,08 - 09,619.02
15-08-2018,09 - 10,614.77
15-08-2018,10 - 11,618.4
15-08-2018,11 - 12,635.83
15-08-2018,12 - 13,628.77
15-08-2018,13 - 14,606.06
15-08-2018,14 - 15,601.6
15-08-2018,15 - 16,590.92
15-08-2018,16 - 17,559.69
15-08-2018,17 - 18,566.64
15-08-2018,18 - 19,601.39
15-08-2018,19 - 20,588.43
15-08-2018,20 - 21,574.73
15-08-2018,21 - 22,571.21
15-08-2018,22 - 23,551.92
15-08-2018,23 - 00,524.53
16-08-2018,00 - 01,514.09
16-08-2018,01 - 02,499.11
16-08-2018,02 - 03,493.07
16-08-2018,03 - 04,487.14
16-08-2018,04 - 05,483.92
16-08-2018,05 - 06,504.62
16-08-2018,06 - 07,549.99
16-08-2018,07 - 08,574.54
16-08-2018,08 - 09,613.77
16-08-2018,09 - 10,603.36
16-08-2018,10 - 11,572.36
16-08-2018,11 - 12,551.76
16-08-2018,12 - 13,530.84
16-08-2018,13 - 14,527.72
16-08-2018,14 - 15,525.02
16-08-2018,15 - 16,528.55
16-08-2018,16 - 17,539.79
16-08-2018,17 - 18,551.76
16-08-2018,18 - 19,550.51
16-08-2018,19 - 20,544.58
16-08-2018,20 - 21,529.18
16-08-2018,21 - 22,527.62
16-08-2018,22 - 23,522.62
16-08-2018,23 - 00,500.57
17-08-2018,00 - 01,490.53
17-08-2018,01 - 02,474.84
17-08-2018,02 - 03,469.61
17-08-2018,03 - 04,467.83
17-08-2018,04 - 05,470.55
17-08-2018,05 - 06,487.18
17-08-2018,06 - 07,521.91
17-08-2018,07 - 08,548.49
17-08-2018,08 - 09,560.41
17-08-2018,09 - 10,561.04
17-08-2018,10 - 11,563.45
17-08-2018,11 - 12,566.48
17-08-2018,12 - 13,572.34
17-08-2018,13 - 14,575.79
17-08-2018,14 - 15,561.46
17-08-2018,15 - 16,554.55
17-08-2018,16 - 17,552.46
17-08-2018,17 - 18,543.57
17-08-2018,18 - 19,546.92
17-08-2018,19 - 20,553.3
17-08-2018,20 - 21,525.68
17-08-2018,21 - 22,526.94
17-08-2018,22 - 23,520.35
17-08-2018,23 - 00,509.15
18-08-2018,00 - 01,514.28
18-08-2018,01 - 02,507.47
18-08-2018,02 - 03,500.03
18-08-2018,03 - 04,486.2
18-08-2018,04 - 05,483.58
18-08-2018,05 - 06,481.07
18-08-2018,06 - 07,499.09
18-08-2018,07 - 08,509.77
18-08-2018,08 - 09,523.71
18-08-2018,09 - 10,527.58
18-08-2018,10 - 11,525.38
18-08-2018,11 - 12,518.36
18-08-2018,12 - 13,496.78
18-08-2018,13 - 14,482.53
18-08-2018,14 - 15,477.4
18-08-2018,15 - 16,482.22
18-08-2018,16 - 17,490.81
18-08-2018,17 - 18,502.86
18-08-2018,18 - 19,504.53
18-08-2018,19 - 20,504.01
18-08-2018,20 - 21,499.4
18-08-2018,21 - 22,503.28
18-08-2018,22 - 23,486.2
18-08-2018,23 - 00,457.18
19-08-2018,00 - 01,462.52
19-08-2018,01 - 02,449.01
19-08-2018,02 - 03,446.6
19-08-2018,03 - 04,446.92
19-08-2018,04 - 05,444.72
19-08-2018,05 - 06,449.12
19-08-2018,06 - 07,462.83
19-08-2018,07 - 08,471.1
19-08-2018,08 - 09,482.2
19-08-2018,09 - 10,492.25
19-08-2018,10 - 11,481.78
19-08-2018,11 - 12,480.42
19-08-2018,12 - 13,467.96
19-08-2018,13 - 14,463.14
19-08-2018,14 - 15,446.5
19-08-2018,15 - 16,445.77
19-08-2018,16 - 17,463.98
19-08-2018,17 - 18,492.98
19-08-2018,18 - 19,519.36
19-08-2018,19 - 20,523.34
19-08-2018,20 - 21,524.18
19-08-2018,21 - 22,525.22
19-08-2018,22 - 23,518.21
19-08-2018,23 - 00,502.72
20-08-2018,00 - 01,487.75
20-08-2018,01 - 02,482.2
20-08-2018,02 - 03,462.2
20-08-2018,03 - 04,458.54
20-08-2018,04 - 05,456.44
20-08-2018,05 - 06,489.53
20-08-2018,06 - 07,531.4
20-08-2018,07 - 08,567.94
20-08-2018,08 - 09,627.61
20-08-2018,09 - 10,627.72
20-08-2018,10 - 11,627.51
20-08-2018,11 - 12,616.3
20-08-2018,12 - 13,597.67
20-08-2018,13 - 14,575.68
20-08-2018,14 - 15,553.39
20-08-2018,15 - 16,552.65
20-08-2018,16 - 17,552.34
20-08-2018,17 - 18,563.54
20-08-2018,18 - 19,572.13
20-08-2018,19 - 20,571.18
20-08-2018,20 - 21,565.84
20-08-2018,21 - 22,555.06
20-08-2018,22 - 23,529.52
20-08-2018,23 - 00,504.5
21-08-2018,00 - 01,512.92
21-08-2018,01 - 02,505.79
21-08-2018,02 - 03,504.11
21-08-2018,03 - 04,503.59
21-08-2018,04 - 05,502.75
21-08-2018,05 - 06,512.82
21-08-2018,06 - 07,554.13
21-08-2018,07 - 08,630.67
21-08-2018,08 - 09,670.61
21-08-2018,09 - 10,643.56
21-08-2018,10 - 11,628.88
21-08-2018,11 - 12,628.15
21-08-2018,12 - 13,627.63
21-08-2018,13 - 14,621.65
21-08-2018,14 - 15,652.89
21-08-2018,15 - 16,660.23
21-08-2018,16 - 17,643.14
21-08-2018,17 - 18,645.35
21-08-2018,18 - 19,670.82
21-08-2018,19 - 20,678.06
21-08-2018,20 - 21,649.64
21-08-2018,21 - 22,619.24
21-08-2018,22 - 23,582.12
21-08-2018,23 - 00,531.69
22-08-2018,00 - 01,537.15
22-08-2018,01 - 02,521.89
22-08-2018,02 - 03,518.42
22-08-2018,03 - 04,510
22-08-2018,04 - 05,512.11
22-08-2018,05 - 06,516.63
22-08-2018,06 - 07,615.43
22-08-2018,07 - 08,718.86
22-08-2018,08 - 09,759.69
22-08-2018,09 - 10,759.06
22-08-2018,10 - 11,725.91
22-08-2018,11 - 12,714.34
22-08-2018,12 - 13,641.11
22-08-2018,13 - 14,603.86
22-08-2018,14 - 15,600.81
22-08-2018,15 - 16,630.16
22-08-2018,16 - 17,598.49
22-08-2018,17 - 18,606.49
22-08-2018,18 - 19,619.32
22-08-2018,19 - 20,616.69
22-08-2018,20 - 21,571.87
22-08-2018,21 - 22,566.4
22-08-2018,22 - 23,524.21
22-08-2018,23 - 00,505.69
23-08-2018,00 - 01,508.98
23-08-2018,01 - 02,498.99
23-08-2018,02 - 03,497.62
23-08-2018,03 - 04,502.56
23-08-2018,04 - 05,498.36
23-08-2018,05 - 06,518.77
23-08-2018,06 - 07,569.05
23-08-2018,07 - 08,656.9
23-08-2018,08 - 09,698.77
23-08-2018,09 - 10,713.82
23-08-2018,10 - 11,720.13
23-08-2018,11 - 12,683.41
23-08-2018,12 - 13,631.76
23-08-2018,13 - 14,590.41
23-08-2018,14 - 15,603.98
23-08-2018,15 - 16,656.79
23-08-2018,16 - 17,701.51
23-08-2018,17 - 18,735.49
23-08-2018,18 - 19,748.11
23-08-2018,19 - 20,759.58
23-08-2018,20 - 21,749.48
23-08-2018,21 - 22,713.82
23-08-2018,22 - 23,629.76
23-08-2018,23 - 00,529.29
24-08-2018,00 - 01,530.23
24-08-2018,01 - 02,528.02
24-08-2018,02 - 03,522.98
24-08-2018,03 - 04,515.93
24-08-2018,04 - 05,514.98
24-08-2018,05 - 06,521.82
24-08-2018,06 - 07,559.26
24-08-2018,07 - 08,634.45
24-08-2018,08 - 09,640.86
24-08-2018,09 - 10,641.07
24-08-2018,10 - 11,608.79
24-08-2018,11 - 12,577.03
24-08-2018,12 - 13,552.21
24-08-2018,13 - 14,544.74
24-08-2018,14 - 15,532.44
24-08-2018,15 - 16,520.03
24-08-2018,16 - 17,518.98
24-08-2018,17 - 18,527.39
24-08-2018,18 - 19,552.42
24-08-2018,19 - 20,562.94
24-08-2018,20 - 21,555.79
24-08-2018,21 - 22,556
24-08-2018,22 - 23,528.65
24-08-2018,23 - 00,520.56
25-08-2018,00 - 01,530.08
25-08-2018,01 - 02,523.11
25-08-2018,02 - 03,518.36
25-08-2018,03 - 04,520.26
25-08-2018,04 - 05,519.73
25-08-2018,05 - 06,521.31
25-08-2018,06 - 07,524.06
25-08-2018,07 - 08,539.37
25-08-2018,08 - 09,576.63
25-08-2018,09 - 10,582.76
25-08-2018,10 - 11,571.78
25-08-2018,11 - 12,546.44
25-08-2018,12 - 13,531.45
25-08-2018,13 - 14,525.64
25-08-2018,14 - 15,523.74
25-08-2018,15 - 16,523.85
25-08-2018,16 - 17,531.03
25-08-2018,17 - 18,551.09
25-08-2018,18 - 19,584.55
25-08-2018,19 - 20,602.29
25-08-2018,20 - 21,590.46
25-08-2018,21 - 22,587.51
25-08-2018,22 - 23,560.8
25-08-2018,23 - 00,526.59
26-08-2018,00 - 01,531.05
26-08-2018,01 - 02,525.43
26-08-2018,02 - 03,519.06
26-08-2018,03 - 04,515.55
26-08-2018,04 - 05,514.38
26-08-2018,05 - 06,512.15
26-08-2018,06 - 07,513.75
26-08-2018,07 - 08,522.88
26-08-2018,08 - 09,533.6
26-08-2018,09 - 10,556.21
26-08-2018,10 - 11,577.87
26-08-2018,11 - 12,581.48
26-08-2018,12 - 13,566.72
26-08-2018,13 - 14,559.4
26-08-2018,14 - 15,553.14
26-08-2018,15 - 16,533.92
26-08-2018,16 - 17,535.72
26-08-2018,17 - 18,552.29
26-08-2018,18 - 19,619.6
26-08-2018,19 - 20,624.48
26-08-2018,20 - 21,636.05
26-08-2018,21 - 22,627.88
26-08-2018,22 - 23,569.17
26-08-2018,23 - 00,532.43
27-08-2018,00 - 01,530.84
27-08-2018,01 - 02,516.72
27-08-2018,02 - 03,501.33
27-08-2018,03 - 04,478.5
27-08-2018,04 - 05,478.61
27-08-2018,05 - 06,518.31
27-08-2018,06 - 07,550.27
27-08-2018,07 - 08,583.39
27-08-2018,08 - 09,649.32
27-08-2018,09 - 10,643.17
27-08-2018,10 - 11,637.43
27-08-2018,11 - 12,608.98
27-08-2018,12 - 13,594.43
27-08-2018,13 - 14,627.77
27-08-2018,14 - 15,605.58
27-08-2018,15 - 16,588.81
27-08-2018,16 - 17,573.84
27-08-2018,17 - 18,574.37
27-08-2018,18 - 19,611.32
27-08-2018,19 - 20,660.15
27-08-2018,20 - 21,647.2
27-08-2018,21 - 22,630.96
27-08-2018,22 - 23,561.52
27-08-2018,23 - 00,532.33
28-08-2018,00 - 01,559.27
28-08-2018,01 - 02,551.74
28-08-2018,02 - 03,556.73
28-08-2018,03 - 04,556.3
28-08-2018,04 - 05,554.82
28-08-2018,05 - 06,567.75
28-08-2018,06 - 07,664.76
28-08-2018,07 - 08,739.3
28-08-2018,08 - 09,709.82
28-08-2018,09 - 10,704.73
28-08-2018,10 - 11,710.25
28-08-2018,11 - 12,700.07
28-08-2018,12 - 13,701.87
28-08-2018,13 - 14,727.85
28-08-2018,14 - 15,711.41
28-08-2018,15 - 16,722.65
28-08-2018,16 - 17,728.8
28-08-2018,17 - 18,762.84
28-08-2018,18 - 19,767.92
28-08-2018,19 - 20,843.09
28-08-2018,20 - 21,780.22
28-08-2018,21 - 22,771.42
28-08-2018,22 - 23,688.73
28-08-2018,23 - 00,608.57
29-08-2018,00 - 01,599.05
29-08-2018,01 - 02,577.18
29-08-2018,02 - 03,565.87
29-08-2018,03 - 04,558.94
29-08-2018,04 - 05,560.11
29-08-2018,05 - 06,580.7
29-08-2018,06 - 07,694.2
29-08-2018,07 - 08,701.77
29-08-2018,08 - 09,657.39
29-08-2018,09 - 10,650.03
29-08-2018,10 - 11,650.25
29-08-2018,11 - 12,649.93
29-08-2018,12 - 13,677.13
29-08-2018,13 - 14,655.37
29-08-2018,14 - 15,650.46
29-08-2018,15 - 16,649.71
29-08-2018,16 - 17,640.97
29-08-2018,17 - 18,640.43
29-08-2018,18 - 19,649.07
29-08-2018,19 - 20,682.78
29-08-2018,20 - 21,688.01
29-08-2018,21 - 22,657.29
29-08-2018,22 - 23,575.26
29-08-2018,23 - 00,557.34
30-08-2018,00 - 01,553.92
30-08-2018,01 - 02,538.08
30-08-2018,02 - 03,533.16
30-08-2018,03 - 04,530.7
30-08-2018,04 - 05,534.88
30-08-2018,05 - 06,562.26
30-08-2018,06 - 07,604.09
30-08-2018,07 - 08,675.01
30-08-2018,08 - 09,686.57
