Date,Hours,SE1,SE2,SE3,SE4
21-01-2018,03 - 04,282.23,282.23,282.23,282.23
21-01-2018,04 - 05,283.12,283.12,283.12,283.12
21-01-2018,05 - 06,285.58,285.58,285.58,285.58
21-01-2018,06 - 07,289.8,289.8,289.8,289.8
21-01-2018,07 - 08,302.29,302.29,302.29,302.29
21-01-2018,08 - 09,314.97,314.97,314.97,314.97
21-01-2018,09 - 10,338.66,338.66,338.66,338.66
21-01-2018,10 - 11,373.07,373.07,373.07,373.07
21-01-2018,11 - 12,392.73,392.73,392.73,392.73
21-01-2018,12 - 13,389.48,389.48,389.48,389.48
21-01-2018,13 - 14,362.35,362.35,362.35,362.35
21-01-2018,14 - 15,332.66,332.66,332.66,332.66
21-01-2018,15 - 16,340.33,340.33,340.33,340.33
21-01-2018,16 - 17,373.95,373.95,373.95,373.95
21-01-2018,17 - 18,422.02,422.02,422.02,422.02
21-01-2018,18 - 19,472.65,472.65,472.65,472.65
21-01-2018,19 - 20,421.93,421.93,421.93,421.93
21-01-2018,20 - 21,359.4,359.4,359.4,359.4
21-01-2018,21 - 22,319.79,319.79,319.79,319.79
21-01-2018,22 - 23,316.35,316.35,316.35,316.35
21-01-2018,23 - 00,300.03,300.03,300.03,300.03
22-01-2018,00 - 01,287.64,287.64,287.64,287.64
22-01-2018,01 - 02,280.96,280.96,280.96,280.96
22-01-2018,02 - 03,278.99,278.99,278.99,278.99
22-01-2018,03 - 04,280.46,280.46,280.46,280.46
22-01-2018,04 - 05,284.49,284.49,284.49,284.49
22-01-2018,05 - 06,292.26,292.26,292.26,292.26
22-01-2018,06 - 07,326.37,326.37,326.37,326.37
22-01-2018,07 - 08,422.22,422.22,422.22,422.22
22-01-2018,08 - 09,465.97,465.97,465.97,465.97
22-01-2018,09 - 10,451.22,451.22,451.22,451.22
22-01-2018,10 - 11,442.18,442.18,442.18,442.18
22-01-2018,11 - 12,475.7,475.7,475.7,475.7
22-01-2018,12 - 13,462.03,462.03,462.03,462.03
22-01-2018,13 - 14,465.87,465.87,465.87,465.87
22-01-2018,14 - 15,455.55,455.55,455.55,455.55
22-01-2018,15 - 16,431.95,431.95,431.95,431.95
22-01-2018,16 - 17,432.44,432.44,432.44,432.44
22-01-2018,17 - 18,498.6,498.6,498.6,498.6
22-01-2018,18 - 19,501.36,501.36,501.36,501.36
22-01-2018,19 - 20,472.36,472.36,472.36,472.36
22-01-2018,20 - 21,420.94,420.94,420.94,420.94
22-01-2018,21 - 22,383.29,383.29,383.29,383.29
22-01-2018,22 - 23,355.86,355.86,355.86,355.86
22-01-2018,23 - 00,329.32,329.32,329.32,329.32
23-01-2018,00 - 01,328.29,328.29,328.29,328.29
23-01-2018,01 - 02,312.16,312.16,312.16,312.16
23-01-2018,02 - 03,302.72,302.72,302.72,302.72
23-01-2018,03 - 04,298.78,298.78,298.78,298.78
23-01-2018,04 - 05,304.59,304.59,304.59,304.59
23-01-2018,05 - 06,319.44,319.44,319.44,319.44
23-01-2018,06 - 07,383.95,383.95,383.95,383.95
23-01-2018,07 - 08,481.22,481.22,481.22,481.22
23-01-2018,08 - 09,518.69,518.69,518.69,518.69
23-01-2018,09 - 10,499.51,499.51,499.51,499.51
23-01-2018,10 - 11,462.63,462.63,462.63,462.63
23-01-2018,11 - 12,431.06,431.06,431.06,431.06
23-01-2018,12 - 13,393.99,393.99,393.99,393.99
23-01-2018,13 - 14,366.65,366.65,366.65,366.65
23-01-2018,14 - 15,359.86,359.86,359.86,359.86
23-01-2018,15 - 16,359.96,359.96,359.96,359.96
23-01-2018,16 - 17,339.7,339.7,339.7,339.7
23-01-2018,17 - 18,364.09,364.09,364.09,364.09
23-01-2018,18 - 19,324.45,324.45,324.45,324.45
23-01-2018,19 - 20,321.5,321.5,321.5,321.5
23-01-2018,20 - 21,304.78,304.78,304.78,304.78
23-01-2018,21 - 22,291.31,291.31,291.31,291.31
23-01-2018,22 - 23,282.46,282.46,282.46,282.46
23-01-2018,23 - 00,276.46,276.46,276.46,276.46
24-01-2018,00 - 01,267.48,267.48,267.48,267.48
24-01-2018,01 - 02,265.12,265.12,265.12,265.12
24-01-2018,02 - 03,248.28,248.28,248.28,248.28
24-01-2018,03 - 04,252.32,252.32,252.32,252.32
24-01-2018,04 - 05,255.17,255.17,255.17,255.17
24-01-2018,05 - 06,269.75,269.75,269.75,269.75
24-01-2018,06 - 07,283.93,283.93,283.93,283.93
24-01-2018,07 - 08,314.56,314.56,314.56,314.56
24-01-2018,08 - 09,318.99,318.99,318.99,318.99
24-01-2018,09 - 10,313.97,313.97,313.97,313.97
24-01-2018,10 - 11,301.07,301.07,301.07,301.07
24-01-2018,11 - 12,294.47,294.47,294.47,294.47
24-01-2018,12 - 13,293.68,293.68,293.68,293.68
24-01-2018,13 - 14,289.54,289.54,289.54,289.54
24-01-2018,14 - 15,289.15,289.15,289.15,289.15
24-01-2018,15 - 16,289.05,289.05,289.05,289.05
24-01-2018,16 - 17,288.85,288.85,288.85,288.85
24-01-2018,17 - 18,292.5,292.5,292.5,292.5
24-01-2018,18 - 19,288.26,288.26,288.26,288.26
24-01-2018,19 - 20,286,286,286,286
24-01-2018,20 - 21,280.19,280.19,280.19,280.19
24-01-2018,21 - 22,277.23,277.23,277.23,277.23
24-01-2018,22 - 23,246.6,246.6,246.6,246.6
24-01-2018,23 - 00,153.54,153.54,153.54,153.54
25-01-2018,00 - 01,214.07,214.07,214.07,214.07
25-01-2018,01 - 02,155.93,155.93,155.93,155.93
25-01-2018,02 - 03,149.34,149.34,149.34,149.34
25-01-2018,03 - 04,175.12,175.12,175.12,175.12
25-01-2018,04 - 05,221.55,221.55,221.55,221.55
25-01-2018,05 - 06,255.79,255.79,255.79,255.79
25-01-2018,06 - 07,276.64,276.64,276.64,276.64
25-01-2018,07 - 08,297.11,297.11,297.11,297.11
25-01-2018,08 - 09,304.49,304.49,304.49,304.49
25-01-2018,09 - 10,304.58,304.58,304.58,304.58
25-01-2018,10 - 11,303.6,303.6,303.6,303.6
25-01-2018,11 - 12,299.96,299.96,299.96,299.96
25-01-2018,12 - 13,297.3,297.3,297.3,297.3
25-01-2018,13 - 14,297.99,297.99,297.99,297.99
25-01-2018,14 - 15,299.37,299.37,299.37,299.37
25-01-2018,15 - 16,303.5,303.5,303.5,303.5
25-01-2018,16 - 17,313.14,313.14,313.14,313.14
25-01-2018,17 - 18,328.39,328.39,328.39,449.1
25-01-2018,18 - 19,326.52,326.52,326.52,437.89
25-01-2018,19 - 20,316.19,316.19,316.19,316.19
25-01-2018,20 - 21,309.7,309.7,309.7,309.7
25-01-2018,21 - 22,302.22,302.22,302.22,302.22
25-01-2018,22 - 23,292.29,292.29,292.29,292.29
25-01-2018,23 - 00,285.11,285.11,285.11,285.11
26-01-2018,00 - 01,287.3,287.3,287.3,287.3
26-01-2018,01 - 02,284.45,284.45,284.45,284.45
26-01-2018,02 - 03,283.96,283.96,283.96,283.96
26-01-2018,03 - 04,285.53,285.53,285.53,285.53
26-01-2018,04 - 05,289.94,289.94,289.94,289.94
26-01-2018,05 - 06,295.34,295.34,295.34,295.34
26-01-2018,06 - 07,306.23,306.23,306.23,382.18
26-01-2018,07 - 08,329.39,329.39,329.39,473.04
26-01-2018,08 - 09,349.11,349.11,349.11,504.24
26-01-2018,09 - 10,338.61,338.61,338.61,522.1
26-01-2018,10 - 11,348.62,348.62,348.62,517.29
26-01-2018,11 - 12,334.49,334.49,334.49,509.24
26-01-2018,12 - 13,327.23,327.23,327.23,480.98
26-01-2018,13 - 14,323.11,323.11,323.11,471.17
26-01-2018,14 - 15,322.03,322.03,322.03,468.82
26-01-2018,15 - 16,320.36,320.36,320.36,462.05
26-01-2018,16 - 17,329.09,329.09,329.09,462.05
26-01-2018,17 - 18,377.27,377.27,377.27,489.82
26-01-2018,18 - 19,345.48,345.48,345.48,517.48
26-01-2018,19 - 20,326.25,326.25,326.25,434.48
26-01-2018,20 - 21,318.4,318.4,318.4,318.4
26-01-2018,21 - 22,309.57,309.57,309.57,309.57
26-01-2018,22 - 23,300.74,300.74,300.74,300.74
26-01-2018,23 - 00,296.22,296.22,296.22,296.22
27-01-2018,00 - 01,302.04,302.04,302.04,302.04
27-01-2018,01 - 02,296.35,296.35,296.35,296.35
27-01-2018,02 - 03,294.29,294.29,294.29,294.29
27-01-2018,03 - 04,294.09,294.09,294.09,294.09
27-01-2018,04 - 05,296.45,296.45,296.45,296.45
27-01-2018,05 - 06,301.84,301.84,301.84,301.84
27-01-2018,06 - 07,301.64,301.64,301.64,301.64
27-01-2018,07 - 08,301.64,301.64,301.64,301.64
27-01-2018,08 - 09,309.39,309.39,309.39,364.99
27-01-2018,09 - 10,320.77,320.77,320.77,392.35
27-01-2018,10 - 11,336.85,336.85,336.85,372.94
27-01-2018,11 - 12,332.93,332.93,332.93,332.93
27-01-2018,12 - 13,321.36,321.36,321.36,321.36
27-01-2018,13 - 14,313.71,313.71,313.71,313.71
27-01-2018,14 - 15,308.51,308.51,308.51,308.51
27-01-2018,15 - 16,304.78,304.78,304.78,304.78
27-01-2018,16 - 17,306.84,306.84,306.84,306.84
27-01-2018,17 - 18,351.46,351.46,351.46,351.46
27-01-2018,18 - 19,319.98,319.98,319.98,319.98
27-01-2018,19 - 20,313.41,313.41,313.41,313.41
27-01-2018,20 - 21,294.19,294.19,294.19,294.19
27-01-2018,21 - 22,284.78,284.78,284.78,284.78
27-01-2018,22 - 23,281.35,281.35,281.35,281.35
27-01-2018,23 - 00,276.83,276.83,276.83,276.83
28-01-2018,00 - 01,275.95,275.95,275.95,275.95
28-01-2018,01 - 02,271.16,271.16,271.16,271.16
28-01-2018,02 - 03,262.94,262.94,262.94,262.94
28-01-2018,03 - 04,260.1,260.1,260.1,260.1
28-01-2018,04 - 05,261.38,261.38,261.38,261.38
28-01-2018,05 - 06,264.99,264.99,264.99,264.99
28-01-2018,06 - 07,268.32,268.32,268.32,268.32
28-01-2018,07 - 08,269.01,269.01,269.01,269.01
28-01-2018,08 - 09,272.82,272.82,272.82,272.82
28-01-2018,09 - 10,274.58,274.58,274.58,274.58
28-01-2018,10 - 11,280.55,280.55,280.55,280.55
28-01-2018,11 - 12,281.04,281.04,281.04,281.04
28-01-2018,12 - 13,280.45,280.45,280.45,280.45
28-01-2018,13 - 14,279.08,279.08,279.08,279.08
28-01-2018,14 - 15,275.75,275.75,275.75,275.75
28-01-2018,15 - 16,279.57,279.57,279.57,279.57
28-01-2018,16 - 17,281.92,281.92,281.92,281.92
28-01-2018,17 - 18,286.12,286.12,286.12,286.12
28-01-2018,18 - 19,286.71,286.71,286.71,286.71
28-01-2018,19 - 20,283.97,283.97,283.97,283.97
28-01-2018,20 - 21,281.72,281.72,281.72,281.72
28-01-2018,21 - 22,279.57,279.57,279.57,279.57
28-01-2018,22 - 23,273.5,273.5,273.5,273.5
28-01-2018,23 - 00,269.79,269.79,269.79,269.79
29-01-2018,00 - 01,270.67,270.67,270.67,270.67
29-01-2018,01 - 02,263.14,263.14,263.14,263.14
29-01-2018,02 - 03,255.8,255.8,255.8,255.8
29-01-2018,03 - 04,268.32,268.32,268.32,268.32
29-01-2018,04 - 05,271.35,271.35,271.35,271.35
29-01-2018,05 - 06,279.37,279.37,279.37,279.37
29-01-2018,06 - 07,291.21,291.21,291.21,291.21
29-01-2018,07 - 08,301.09,301.09,301.09,301.09
29-01-2018,08 - 09,302.26,302.26,302.26,302.26
29-01-2018,09 - 10,299.33,299.33,299.33,299.33
29-01-2018,10 - 11,298.94,298.94,298.94,298.94
29-01-2018,11 - 12,298.55,298.55,298.55,298.55
29-01-2018,12 - 13,297.47,297.47,297.47,297.47
29-01-2018,13 - 14,296.79,296.79,296.79,296.79
29-01-2018,14 - 15,296.79,296.79,296.79,296.79
29-01-2018,15 - 16,298.55,298.55,298.55,298.55
29-01-2018,16 - 17,299.33,299.33,299.33,299.33
29-01-2018,17 - 18,312.83,312.83,312.83,312.83
29-01-2018,18 - 19,327.11,327.11,327.11,327.11
29-01-2018,19 - 20,300.01,300.01,300.01,300.01
29-01-2018,20 - 21,291.21,291.21,291.21,291.21
29-01-2018,21 - 22,285.05,285.05,285.05,285.05
29-01-2018,22 - 23,280.45,280.45,280.45,280.45
29-01-2018,23 - 00,275.17,275.17,275.17,275.17
30-01-2018,00 - 01,273.59,273.59,273.59,273.59
30-01-2018,01 - 02,271.63,271.63,271.63,271.63
30-01-2018,02 - 03,268.11,268.11,268.11,268.11
30-01-2018,03 - 04,269.48,269.48,269.48,269.48
30-01-2018,04 - 05,272.8,272.8,272.8,272.8
30-01-2018,05 - 06,280.83,280.83,280.83,280.83
30-01-2018,06 - 07,304.21,304.21,304.21,304.21
30-01-2018,07 - 08,338.26,338.26,338.26,338.26
30-01-2018,08 - 09,327.01,327.01,327.01,327.01
30-01-2018,09 - 10,321.24,321.24,321.24,321.24
30-01-2018,10 - 11,322.22,322.22,322.22,322.22
30-01-2018,11 - 12,317.32,317.32,317.32,317.32
30-01-2018,12 - 13,316.35,316.35,316.35,316.35
30-01-2018,13 - 14,314.98,314.98,314.98,314.98
30-01-2018,14 - 15,314.68,314.68,314.68,314.68
30-01-2018,15 - 16,316.74,316.74,316.74,316.74
30-01-2018,16 - 17,321.53,321.53,321.53,321.53
30-01-2018,17 - 18,427.01,427.01,427.01,427.01
30-01-2018,18 - 19,414.49,414.49,414.49,414.49
30-01-2018,19 - 20,357.15,357.15,357.15,357.15
30-01-2018,20 - 21,324.57,324.57,324.57,324.57
30-01-2018,21 - 22,316.74,316.74,316.74,316.74
30-01-2018,22 - 23,304.51,304.51,304.51,304.51
30-01-2018,23 - 00,294.62,294.62,294.62,294.62
31-01-2018,00 - 01,289.82,289.82,289.82,289.82
31-01-2018,01 - 02,283.66,283.66,283.66,283.66
31-01-2018,02 - 03,275.04,275.04,275.04,275.04
31-01-2018,03 - 04,273.97,273.97,273.97,273.97
31-01-2018,04 - 05,272.6,272.6,272.6,272.6
31-01-2018,05 - 06,274.65,274.65,274.65,274.65
31-01-2018,06 - 07,294.33,294.33,294.33,294.33
31-01-2018,07 - 08,306.85,306.85,306.85,306.85
31-01-2018,08 - 09,311.45,311.45,311.45,311.45
31-01-2018,09 - 10,302.35,302.35,302.35,302.35
31-01-2018,10 - 11,300.59,300.59,300.59,300.59
31-01-2018,11 - 12,293.93,293.93,293.93,293.93
31-01-2018,12 - 13,289.82,289.82,289.82,289.82
31-01-2018,13 - 14,287.57,287.57,287.57,287.57
31-01-2018,14 - 15,290.02,290.02,290.02,290.02
31-01-2018,15 - 16,290.02,290.02,290.02,290.02
31-01-2018,16 - 17,296.18,296.18,296.18,296.18
31-01-2018,17 - 18,313.71,313.71,313.71,313.71
31-01-2018,18 - 19,324.47,324.47,324.47,328.19
31-01-2018,19 - 20,308.22,308.22,308.22,310.67
31-01-2018,20 - 21,292.86,292.86,292.86,292.86
31-01-2018,21 - 22,282.38,282.38,282.38,282.38
31-01-2018,22 - 23,277.2,277.2,277.2,277.2
31-01-2018,23 - 00,268,268,268,268
1/2/2018,00 - 01,264.26,264.26,264.26,264.26
1/2/2018,01 - 02,254.59,254.59,254.59,254.59
1/2/2018,02 - 03,249.7,249.7,249.7,249.7
1/2/2018,03 - 04,261.72,261.72,261.72,261.72
1/2/2018,04 - 05,263.38,263.38,263.38,263.38
1/2/2018,05 - 06,281.84,281.84,281.84,281.84
1/2/2018,06 - 07,299.52,299.52,299.52,299.52
1/2/2018,07 - 08,318.87,318.87,318.87,333.23
1/2/2018,08 - 09,319.75,319.75,319.75,319.75
1/2/2018,09 - 10,317.3,317.3,317.3,317.3
1/2/2018,10 - 11,316.62,316.62,316.62,316.62
1/2/2018,11 - 12,308.41,308.41,308.41,308.41
1/2/2018,12 - 13,303.63,303.63,303.63,303.63
1/2/2018,13 - 14,307.24,307.24,307.24,307.24
1/2/2018,14 - 15,308.71,308.71,308.71,308.71
1/2/2018,15 - 16,307.93,307.93,307.93,307.93
1/2/2018,16 - 17,313.59,313.59,313.59,313.59
1/2/2018,17 - 18,322.19,322.19,322.19,322.19
1/2/2018,18 - 19,323.95,323.95,323.95,323.95
1/2/2018,19 - 20,315.15,315.15,315.15,315.15
1/2/2018,20 - 21,307.05,307.05,307.05,307.05
1/2/2018,21 - 22,307.34,307.34,307.34,307.34
1/2/2018,22 - 23,301.28,301.28,301.28,301.28
1/2/2018,23 - 00,286.82,286.82,286.82,286.82
2/2/2018,00 - 01,295.19,295.19,295.19,295.19
2/2/2018,01 - 02,292.74,292.74,292.74,292.74
2/2/2018,02 - 03,291.96,291.96,291.96,291.96
2/2/2018,03 - 04,291.47,291.47,291.47,291.47
2/2/2018,04 - 05,295,295,295,295
2/2/2018,05 - 06,315.38,315.38,315.38,315.38
2/2/2018,06 - 07,329.88,329.88,329.88,329.88
2/2/2018,07 - 08,366.73,366.73,366.73,421.81
2/2/2018,08 - 09,361.83,361.83,405.05,451.31
2/2/2018,09 - 10,360.66,360.66,373.01,458.66
2/2/2018,10 - 11,403.78,403.78,403.78,458.57
2/2/2018,11 - 12,354.39,354.39,354.39,434.36
2/2/2018,12 - 13,340.57,340.57,340.57,422.11
2/2/2018,13 - 14,344.98,344.98,344.98,391.73
2/2/2018,14 - 15,348.6,348.6,348.6,391.24
2/2/2018,15 - 16,345.27,345.27,345.27,393.2
2/2/2018,16 - 17,362.42,362.42,371.34,414.07
2/2/2018,17 - 18,360.66,360.66,470.62,470.62
2/2/2018,18 - 19,356.74,356.74,458.66,458.66
2/2/2018,19 - 20,355.17,355.17,365.07,422.21
2/2/2018,20 - 21,334.59,334.59,334.59,334.59
2/2/2018,21 - 22,327.14,327.14,327.14,327.14
2/2/2018,22 - 23,322.44,322.44,322.44,322.44
2/2/2018,23 - 00,312.83,312.83,312.83,312.83
3/2/2018,00 - 01,323.4,323.4,323.4,323.4
3/2/2018,01 - 02,316.72,316.72,316.72,316.72
3/2/2018,02 - 03,314.46,314.46,314.46,314.46
3/2/2018,03 - 04,314.36,314.36,314.36,314.36
3/2/2018,04 - 05,316.92,316.92,316.92,316.92
3/2/2018,05 - 06,323.01,323.01,323.01,323.01
3/2/2018,06 - 07,323.6,323.6,323.6,323.6
3/2/2018,07 - 08,327.83,327.83,327.83,327.83
3/2/2018,08 - 09,332.15,332.15,332.15,332.15
3/2/2018,09 - 10,344.43,344.43,344.43,364.38
3/2/2018,10 - 11,359.17,359.17,359.17,403.1
3/2/2018,11 - 12,354.85,354.85,354.85,416.46
3/2/2018,12 - 13,340.31,340.31,340.31,364.28
3/2/2018,13 - 14,332.84,332.84,332.84,332.84
3/2/2018,14 - 15,328.71,328.71,328.71,328.71
3/2/2018,15 - 16,329.1,329.1,329.1,329.1
3/2/2018,16 - 17,354.55,354.55,354.55,364.38
3/2/2018,17 - 18,443.59,443.59,443.59,443.59
3/2/2018,18 - 19,386.79,386.79,386.79,403.79
3/2/2018,19 - 20,340.7,340.7,340.7,340.7
3/2/2018,20 - 21,327.83,327.83,327.83,327.83
3/2/2018,21 - 22,323.6,323.6,323.6,323.6
3/2/2018,22 - 23,321.24,321.24,321.24,321.24
3/2/2018,23 - 00,315.93,315.93,315.93,315.93
4/2/2018,00 - 01,319.83,319.83,319.83,319.83
4/2/2018,01 - 02,308.02,308.02,308.02,308.02
4/2/2018,02 - 03,304.68,304.68,304.68,304.68
4/2/2018,03 - 04,304.97,304.97,304.97,304.97
4/2/2018,04 - 05,303.4,303.4,303.4,303.4
4/2/2018,05 - 06,303,303,303,303
4/2/2018,06 - 07,303.5,303.5,303.5,303.5
4/2/2018,07 - 08,307.33,307.33,307.33,307.33
4/2/2018,08 - 09,310.98,310.98,310.98,310.98
4/2/2018,09 - 10,318.65,318.65,318.65,318.65
4/2/2018,10 - 11,325.74,325.74,325.74,325.74
4/2/2018,11 - 12,338.92,338.92,338.92,338.92
4/2/2018,12 - 13,328.69,328.69,328.69,328.69
4/2/2018,13 - 14,315.7,315.7,315.7,315.7
4/2/2018,14 - 15,313.34,313.34,313.34,313.34
4/2/2018,15 - 16,316.39,316.39,316.39,316.39
4/2/2018,16 - 17,337.05,337.05,337.05,337.05
4/2/2018,17 - 18,390.79,390.79,390.79,390.79
4/2/2018,18 - 19,422.28,422.28,422.28,422.28
4/2/2018,19 - 20,393.74,393.74,393.74,393.74
4/2/2018,20 - 21,355.75,355.75,355.75,355.75
4/2/2018,21 - 22,344.44,344.44,344.44,344.44
4/2/2018,22 - 23,337.15,337.15,337.15,337.15
4/2/2018,23 - 00,323.97,323.97,323.97,323.97
5/2/2018,00 - 01,316.29,316.29,316.29,316.29
5/2/2018,01 - 02,306.84,306.84,306.84,306.84
5/2/2018,02 - 03,304.28,304.28,304.28,304.28
5/2/2018,03 - 04,304.38,304.38,304.38,304.38
5/2/2018,04 - 05,310.48,310.48,310.48,310.48
5/2/2018,05 - 06,331.35,331.35,331.35,331.35
5/2/2018,06 - 07,407.52,407.52,407.52,407.52
5/2/2018,07 - 08,739.06,739.06,739.06,739.06
5/2/2018,08 - 09,799.68,799.68,799.68,799.68
5/2/2018,09 - 10,791.51,791.51,791.51,791.51
5/2/2018,10 - 11,689.07,689.07,689.07,689.07
5/2/2018,11 - 12,530.33,530.33,530.33,530.33
5/2/2018,12 - 13,478.57,478.57,478.57,478.57
5/2/2018,13 - 14,473.25,473.25,473.25,473.25
5/2/2018,14 - 15,472.96,472.96,472.96,472.96
5/2/2018,15 - 16,491.75,491.75,491.75,491.75
5/2/2018,16 - 17,629.53,629.53,629.53,629.53
5/2/2018,17 - 18,917.77,917.77,917.77,917.77
5/2/2018,18 - 19,771.93,771.93,771.93,771.93
5/2/2018,19 - 20,545.29,545.29,545.29,545.29
5/2/2018,20 - 21,469.91,469.91,469.91,469.91
5/2/2018,21 - 22,393.34,393.34,393.34,393.34
5/2/2018,22 - 23,383.8,383.8,383.8,383.8
5/2/2018,23 - 00,354.47,354.47,354.47,354.47
6/2/2018,00 - 01,355.42,355.42,355.42,355.42
6/2/2018,01 - 02,344.4,344.4,344.4,344.4
6/2/2018,02 - 03,340.96,340.96,340.96,340.96
6/2/2018,03 - 04,348.14,348.14,348.14,348.14
6/2/2018,04 - 05,356.7,356.7,356.7,356.7
6/2/2018,05 - 06,367.62,367.62,367.62,367.62
6/2/2018,06 - 07,432.47,432.47,432.47,432.47
6/2/2018,07 - 08,577.12,577.12,577.12,577.12
6/2/2018,08 - 09,635.47,635.47,635.47,635.47
6/2/2018,09 - 10,626.71,626.71,626.71,626.71
6/2/2018,10 - 11,586.37,586.37,586.37,586.37
6/2/2018,11 - 12,489.64,489.64,489.64,489.64
6/2/2018,12 - 13,449.1,449.1,449.1,449.1
6/2/2018,13 - 14,438.96,438.96,438.96,438.96
6/2/2018,14 - 15,461.69,461.69,461.69,461.69
6/2/2018,15 - 16,486.59,486.59,486.59,486.59
6/2/2018,16 - 17,528.9,528.9,528.9,528.9
6/2/2018,17 - 18,612.05,612.05,628.68,628.68
6/2/2018,18 - 19,644.52,644.52,644.52,644.52
6/2/2018,19 - 20,571.51,571.51,571.51,571.51
6/2/2018,20 - 21,465.43,465.43,465.43,465.43
6/2/2018,21 - 22,396.16,396.16,396.16,396.16
6/2/2018,22 - 23,366.24,366.24,366.24,366.24
6/2/2018,23 - 00,334.36,334.36,334.36,334.36
7/2/2018,00 - 01,332.38,332.38,332.38,332.38
7/2/2018,01 - 02,329.72,329.72,329.72,329.72
7/2/2018,02 - 03,324.39,324.39,324.39,324.39
7/2/2018,03 - 04,325.97,325.97,325.97,325.97
7/2/2018,04 - 05,331.79,331.79,331.79,331.79
7/2/2018,05 - 06,339.48,339.48,339.48,339.48
7/2/2018,06 - 07,403.45,403.45,403.45,403.45
7/2/2018,07 - 08,592.11,592.11,592.11,592.11
7/2/2018,08 - 09,604.53,604.53,604.53,604.53
7/2/2018,09 - 10,581.27,581.27,581.27,581.27
7/2/2018,10 - 11,570.52,570.52,570.52,570.52
7/2/2018,11 - 12,463.18,463.18,463.18,463.18
7/2/2018,12 - 13,443.07,443.07,443.07,443.07
7/2/2018,13 - 14,455.59,455.59,455.59,455.59
7/2/2018,14 - 15,465.55,465.55,465.55,482.99
7/2/2018,15 - 16,484.57,484.57,484.57,490.58
7/2/2018,16 - 17,514.24,514.24,514.24,514.24
7/2/2018,17 - 18,593.29,593.29,605.91,605.91
7/2/2018,18 - 19,632.23,632.23,632.23,632.23
7/2/2018,19 - 20,504.78,504.78,544.11,544.11
7/2/2018,20 - 21,406.7,406.7,406.7,431.15
7/2/2018,21 - 22,396.55,396.55,396.55,396.55
7/2/2018,22 - 23,354.16,354.16,354.16,354.16
7/2/2018,23 - 00,324.39,324.39,324.39,324.39
8/2/2018,00 - 01,331.24,331.24,331.24,331.24
8/2/2018,01 - 02,325.82,325.82,325.82,325.82
8/2/2018,02 - 03,322.67,322.67,322.67,322.67
8/2/2018,03 - 04,321.29,321.29,321.29,321.29
8/2/2018,04 - 05,329.17,329.17,329.17,329.17
8/2/2018,05 - 06,343.07,343.07,343.07,343.07
8/2/2018,06 - 07,399.15,399.15,399.15,428.22
8/2/2018,07 - 08,563.54,563.54,563.54,587.49
8/2/2018,08 - 09,531.31,531.31,639.62,639.62
8/2/2018,09 - 10,461.04,461.04,638.93,644.25
8/2/2018,10 - 11,449.02,449.02,571.82,576.55
8/2/2018,11 - 12,395.21,395.21,395.21,587.39
8/2/2018,12 - 13,355.78,355.78,355.78,492.38
8/2/2018,13 - 14,353.91,353.91,353.91,471.09
8/2/2018,14 - 15,346.32,346.32,346.32,473.36
8/2/2018,15 - 16,343.86,343.86,343.86,483.71
8/2/2018,16 - 17,354.01,354.01,354.01,533.28
8/2/2018,17 - 18,400.33,400.33,535.15,622.28
8/2/2018,18 - 19,386.73,386.73,386.73,592.02
8/2/2018,19 - 20,346.22,346.22,346.22,549.15
8/2/2018,20 - 21,332.13,332.13,332.13,452.27
8/2/2018,21 - 22,323.75,323.75,323.75,403.78
8/2/2018,22 - 23,313.6,313.6,313.6,313.6
8/2/2018,23 - 00,305.03,305.03,305.03,305.03
9/2/2018,00 - 01,306.91,306.91,306.91,306.91
9/2/2018,01 - 02,303.35,303.35,303.35,303.35
9/2/2018,02 - 03,299.98,299.98,299.98,299.98
9/2/2018,03 - 04,300.87,300.87,300.87,300.87
9/2/2018,04 - 05,302.76,302.76,302.76,302.76
9/2/2018,05 - 06,311.07,311.07,311.07,311.07
9/2/2018,06 - 07,316.51,316.51,316.51,338.68
9/2/2018,07 - 08,331.36,331.36,331.36,450.92
9/2/2018,08 - 09,336.21,336.21,336.21,478.63
9/2/2018,09 - 10,335.71,335.71,335.71,457.35
