Date,Hours,SE1,SE2,SE3,SE4
25-03-2018,13 - 14,403.6,403.6,403.6,403.6
25-03-2018,14 - 15,398,398,398,398
25-03-2018,15 - 16,393.01,393.01,393.01,393.01
25-03-2018,16 - 17,389.25,389.25,389.25,389.25
25-03-2018,17 - 18,396.47,396.47,396.47,396.47
25-03-2018,18 - 19,416.42,416.42,416.42,416.42
25-03-2018,19 - 20,442.78,442.78,442.78,442.78
25-03-2018,20 - 21,438.3,438.3,438.3,438.3
25-03-2018,21 - 22,427.41,427.41,427.41,427.41
25-03-2018,22 - 23,418.35,418.35,418.35,418.35
25-03-2018,23 - 00,402.37,402.37,402.37,402.37
26-03-2018,00 - 01,410.72,410.72,410.72,410.72
26-03-2018,01 - 02,402.27,402.27,402.27,402.27
26-03-2018,02 - 03,396.07,396.07,396.07,396.07
26-03-2018,03 - 04,386.8,386.8,386.8,386.8
26-03-2018,04 - 05,400.34,400.34,400.34,400.34
26-03-2018,05 - 06,423.85,423.85,423.85,423.85
26-03-2018,06 - 07,466.99,466.99,466.99,466.99
26-03-2018,07 - 08,525.1,525.1,525.1,525.1
26-03-2018,08 - 09,649.36,649.36,649.36,649.36
26-03-2018,09 - 10,687.82,687.82,687.82,687.82
26-03-2018,10 - 11,589.52,589.52,589.52,589.52
26-03-2018,11 - 12,558.48,558.48,558.48,558.48
26-03-2018,12 - 13,528.87,528.87,528.87,528.87
26-03-2018,13 - 14,514.32,514.32,514.32,514.32
26-03-2018,14 - 15,487.65,487.65,487.65,487.65
26-03-2018,15 - 16,461.4,461.4,461.4,461.4
26-03-2018,16 - 17,448.07,448.07,448.07,448.07
26-03-2018,17 - 18,458.85,458.85,458.85,458.85
26-03-2018,18 - 19,504.24,504.24,504.24,504.24
26-03-2018,19 - 20,544.23,544.23,544.23,544.23
26-03-2018,20 - 21,489.08,489.08,489.08,489.08
26-03-2018,21 - 22,461.4,461.4,461.4,461.4
26-03-2018,22 - 23,444.1,444.1,444.1,444.1
26-03-2018,23 - 00,428.43,428.43,428.43,428.43
27-03-2018,00 - 01,431.36,431.36,431.36,431.36
27-03-2018,01 - 02,408.47,408.47,408.47,408.47
27-03-2018,02 - 03,404.4,404.4,404.4,404.4
27-03-2018,03 - 04,402.16,402.16,402.16,402.16
27-03-2018,04 - 05,405.52,405.52,405.52,405.52
27-03-2018,05 - 06,425.56,425.56,425.56,425.56
27-03-2018,06 - 07,464.12,464.12,464.12,464.12
27-03-2018,07 - 08,558.73,558.73,558.73,558.73
27-03-2018,08 - 09,686.51,686.51,686.51,686.51
27-03-2018,09 - 10,617.43,617.43,617.43,617.43
27-03-2018,10 - 11,569.51,569.51,569.51,569.51
27-03-2018,11 - 12,532.89,532.89,532.89,532.89
27-03-2018,12 - 13,483.55,483.55,483.55,483.55
27-03-2018,13 - 14,457.4,457.4,457.4,457.4
27-03-2018,14 - 15,449.47,449.47,449.47,449.47
27-03-2018,15 - 16,447.53,447.53,447.53,447.53
27-03-2018,16 - 17,446.21,446.21,446.21,446.21
27-03-2018,17 - 18,449.57,449.57,449.57,449.57
27-03-2018,18 - 19,452.11,452.11,452.11,452.11
27-03-2018,19 - 20,462.79,462.79,462.79,462.79
27-03-2018,20 - 21,450.08,450.08,450.08,450.08
27-03-2018,21 - 22,435.43,435.43,435.43,435.43
27-03-2018,22 - 23,418.13,418.13,418.13,418.13
27-03-2018,23 - 00,404.8,404.8,404.8,404.8
28-03-2018,00 - 01,423.29,423.29,423.29,423.29
28-03-2018,01 - 02,423.39,423.39,423.39,423.39
28-03-2018,02 - 03,422.47,422.47,422.47,422.47
28-03-2018,03 - 04,424.82,424.82,424.82,424.82
28-03-2018,04 - 05,425.53,425.53,425.53,425.53
28-03-2018,05 - 06,443.91,443.91,443.91,443.91
28-03-2018,06 - 07,465.66,465.66,465.66,465.66
28-03-2018,07 - 08,550.8,550.8,550.8,550.8
28-03-2018,08 - 09,687.41,687.41,687.41,687.41
28-03-2018,09 - 10,610.94,610.94,610.94,610.94
28-03-2018,10 - 11,561.42,561.42,561.42,561.42
28-03-2018,11 - 12,497.92,497.92,497.92,497.92
28-03-2018,12 - 13,472.29,472.29,472.29,472.29
28-03-2018,13 - 14,460.75,460.75,460.75,460.75
28-03-2018,14 - 15,459.43,459.43,459.43,459.43
28-03-2018,15 - 16,449.93,449.93,449.93,449.93
28-03-2018,16 - 17,443.7,443.7,443.7,443.7
28-03-2018,17 - 18,449.22,449.22,449.22,449.22
28-03-2018,18 - 19,458.71,458.71,458.71,458.71
28-03-2018,19 - 20,479.74,479.74,479.74,479.74
28-03-2018,20 - 21,465.14,465.14,465.14,465.14
28-03-2018,21 - 22,442.58,442.58,442.58,442.58
28-03-2018,22 - 23,416.65,416.65,416.65,416.65
28-03-2018,23 - 00,402.87,402.87,402.87,402.87
29-03-2018,00 - 01,403.94,403.94,403.94,403.94
29-03-2018,01 - 02,400.75,400.75,400.75,400.75
29-03-2018,02 - 03,394.89,394.89,394.89,394.89
29-03-2018,03 - 04,400.03,400.03,400.03,400.03
29-03-2018,04 - 05,402.19,402.19,402.19,402.19
29-03-2018,05 - 06,406.92,406.92,406.92,406.92
29-03-2018,06 - 07,409.18,409.18,409.18,409.18
29-03-2018,07 - 08,435.5,435.5,435.5,435.5
29-03-2018,08 - 09,448.25,448.25,448.25,448.25
29-03-2018,09 - 10,445.58,445.58,445.58,445.58
29-03-2018,10 - 11,430.36,430.36,430.36,430.36
29-03-2018,11 - 12,420.8,420.8,420.8,420.8
29-03-2018,12 - 13,416.59,416.59,416.59,416.59
29-03-2018,13 - 14,410.42,410.42,410.42,410.42
29-03-2018,14 - 15,406.72,406.72,406.72,406.72
29-03-2018,15 - 16,407.44,407.44,407.44,407.44
29-03-2018,16 - 17,409.7,409.7,409.7,409.7
29-03-2018,17 - 18,425.02,425.02,425.02,425.02
29-03-2018,18 - 19,433.04,433.04,433.04,433.04
29-03-2018,19 - 20,448.35,448.35,448.35,448.35
29-03-2018,20 - 21,438.28,438.28,438.28,438.28
29-03-2018,21 - 22,436.74,436.74,436.74,436.74
29-03-2018,22 - 23,432.62,432.62,432.62,432.62
29-03-2018,23 - 00,420.18,420.18,420.18,420.18
30-03-2018,00 - 01,412.51,412.51,412.51,412.51
30-03-2018,01 - 02,408.07,408.07,408.07,408.07
30-03-2018,02 - 03,404.76,404.76,404.76,404.76
30-03-2018,03 - 04,405.38,405.38,405.38,405.38
30-03-2018,04 - 05,406.52,406.52,406.52,406.52
30-03-2018,05 - 06,412.1,412.1,412.1,412.1
30-03-2018,06 - 07,412.92,412.92,412.92,412.92
30-03-2018,07 - 08,428.63,428.63,428.63,428.63
30-03-2018,08 - 09,449.81,449.81,449.81,449.81
30-03-2018,09 - 10,446.09,446.09,446.09,446.09
30-03-2018,10 - 11,440.1,440.1,440.1,440.1
30-03-2018,11 - 12,431.01,431.01,431.01,431.01
30-03-2018,12 - 13,422.84,422.84,422.84,422.84
30-03-2018,13 - 14,416.75,416.75,416.75,416.75
30-03-2018,14 - 15,414.99,414.99,414.99,414.99
30-03-2018,15 - 16,414.47,414.47,414.47,414.47
30-03-2018,16 - 17,416.75,416.75,416.75,416.75
30-03-2018,17 - 18,424.08,424.08,424.08,424.08
30-03-2018,18 - 19,432.14,432.14,432.14,432.14
30-03-2018,19 - 20,441.34,441.34,441.34,441.34
30-03-2018,20 - 21,438.14,438.14,438.14,438.14
30-03-2018,21 - 22,436.38,436.38,436.38,436.38
30-03-2018,22 - 23,422.33,422.33,422.33,422.33
30-03-2018,23 - 00,408.17,408.17,408.17,408.17
31-03-2018,00 - 01,413.13,413.13,413.13,413.13
31-03-2018,01 - 02,414.06,414.06,414.06,414.06
31-03-2018,02 - 03,412.72,412.72,412.72,412.72
31-03-2018,03 - 04,413.34,413.34,413.34,413.34
31-03-2018,04 - 05,414.37,414.37,414.37,414.37
31-03-2018,05 - 06,412.51,412.51,412.51,412.51
31-03-2018,06 - 07,410.03,410.03,410.03,410.03
31-03-2018,07 - 08,411.06,411.06,411.06,411.06
31-03-2018,08 - 09,418.71,418.71,418.71,418.71
31-03-2018,09 - 10,420.98,420.98,420.98,420.98
31-03-2018,10 - 11,420.05,420.05,420.05,420.05
31-03-2018,11 - 12,415.4,415.4,415.4,415.4
31-03-2018,12 - 13,413.34,413.34,413.34,413.34
31-03-2018,13 - 14,410.96,410.96,410.96,410.96
31-03-2018,14 - 15,407.65,407.65,407.65,407.65
31-03-2018,15 - 16,405.79,405.79,405.79,405.79
31-03-2018,16 - 17,404.45,404.45,404.45,404.45
31-03-2018,17 - 18,406.52,406.52,406.52,406.52
31-03-2018,18 - 19,413.85,413.85,413.85,413.85
31-03-2018,19 - 20,420.78,420.78,420.78,420.78
31-03-2018,20 - 21,420.98,420.98,420.98,420.98
31-03-2018,21 - 22,415.82,415.82,415.82,415.82
31-03-2018,22 - 23,413.13,413.13,413.13,413.13
31-03-2018,23 - 00,408.79,408.79,408.79,408.79
1/4/2018,00 - 01,411.27,411.27,411.27,411.27
1/4/2018,01 - 02,408.89,408.89,408.89,408.89
1/4/2018,02 - 03,407.65,407.65,407.65,407.65
1/4/2018,03 - 04,407.45,407.45,407.45,407.45
1/4/2018,04 - 05,408.48,408.48,408.48,408.48
1/4/2018,05 - 06,406.41,406.41,406.41,406.41
1/4/2018,06 - 07,408.27,408.27,408.27,408.27
1/4/2018,07 - 08,407.03,407.03,407.03,407.03
1/4/2018,08 - 09,409.41,409.41,409.41,409.41
1/4/2018,09 - 10,409.31,409.31,409.31,409.31
1/4/2018,10 - 11,408.38,408.38,408.38,408.38
1/4/2018,11 - 12,404.76,404.76,404.76,404.76
1/4/2018,12 - 13,401.56,401.56,401.56,401.56
1/4/2018,13 - 14,397.63,397.63,397.63,397.63
1/4/2018,14 - 15,394.22,394.22,394.22,394.22
1/4/2018,15 - 16,392.98,392.98,392.98,392.98
1/4/2018,16 - 17,394.01,394.01,394.01,394.01
1/4/2018,17 - 18,398.77,398.77,398.77,398.77
1/4/2018,18 - 19,405.28,405.28,405.28,405.28
1/4/2018,19 - 20,409.62,409.62,409.62,409.62
1/4/2018,20 - 21,413.34,413.34,413.34,413.34
1/4/2018,21 - 22,412.2,412.2,412.2,412.2
1/4/2018,22 - 23,411.37,411.37,411.37,411.37
1/4/2018,23 - 00,405.28,405.28,405.28,405.28
2/4/2018,00 - 01,398.66,398.66,398.66,398.66
2/4/2018,01 - 02,392.36,392.36,392.36,392.36
2/4/2018,02 - 03,383.78,383.78,383.78,383.78
2/4/2018,03 - 04,382.96,382.96,382.96,382.96
2/4/2018,04 - 05,389.78,389.78,389.78,389.78
2/4/2018,05 - 06,404.24,404.24,404.24,404.24
2/4/2018,06 - 07,412.92,412.92,412.92,412.92
2/4/2018,07 - 08,409.41,409.41,409.41,409.41
2/4/2018,08 - 09,416.75,416.75,416.75,416.75
2/4/2018,09 - 10,419.12,419.12,419.12,419.12
2/4/2018,10 - 11,419.85,419.85,419.85,419.85
2/4/2018,11 - 12,416.64,416.64,416.64,416.64
2/4/2018,12 - 13,412.41,412.41,412.41,412.41
2/4/2018,13 - 14,408.38,408.38,408.38,408.38
2/4/2018,14 - 15,400.83,400.83,400.83,400.83
2/4/2018,15 - 16,399.08,399.08,399.08,399.08
2/4/2018,16 - 17,403.83,403.83,403.83,403.83
2/4/2018,17 - 18,408.48,408.48,408.48,408.48
2/4/2018,18 - 19,414.47,414.47,414.47,414.47
2/4/2018,19 - 20,422.43,422.43,422.43,422.43
2/4/2018,20 - 21,424.6,424.6,424.6,424.6
2/4/2018,21 - 22,422.84,422.84,422.84,422.84
2/4/2018,22 - 23,412.92,412.92,412.92,412.92
2/4/2018,23 - 00,405.28,405.28,405.28,405.28
3/4/2018,00 - 01,414.06,414.06,414.06,414.06
3/4/2018,01 - 02,406.41,406.41,406.41,406.41
3/4/2018,02 - 03,403.11,403.11,403.11,403.11
3/4/2018,03 - 04,403.42,403.42,403.42,403.42
3/4/2018,04 - 05,406.21,406.21,406.21,406.21
3/4/2018,05 - 06,418.71,418.71,418.71,418.71
3/4/2018,06 - 07,441.44,441.44,441.44,441.44
3/4/2018,07 - 08,477.2,477.2,477.2,477.2
3/4/2018,08 - 09,521.42,521.42,521.42,521.42
3/4/2018,09 - 10,514.91,514.91,514.91,514.91
3/4/2018,10 - 11,512.95,512.95,512.95,512.95
3/4/2018,11 - 12,472.03,472.03,472.03,472.03
3/4/2018,12 - 13,465.21,465.21,465.21,465.21
3/4/2018,13 - 14,462.32,462.32,462.32,462.32
3/4/2018,14 - 15,454.26,454.26,454.26,454.26
3/4/2018,15 - 16,447.23,447.23,447.23,447.23
3/4/2018,16 - 17,446.61,446.61,446.61,446.61
3/4/2018,17 - 18,459.73,459.73,459.73,460.25
3/4/2018,18 - 19,491.15,491.15,491.15,491.15
3/4/2018,19 - 20,516.15,516.15,516.15,516.15
3/4/2018,20 - 21,481.12,481.12,481.12,494.45
3/4/2018,21 - 22,442.99,442.99,442.99,442.99
3/4/2018,22 - 23,418.5,418.5,418.5,418.5
3/4/2018,23 - 00,404.35,404.35,404.35,404.35
4/4/2018,00 - 01,404.77,404.77,404.77,404.77
4/4/2018,01 - 02,396.53,396.53,396.53,396.53
4/4/2018,02 - 03,399,399,399,399
4/4/2018,03 - 04,400.96,400.96,400.96,400.96
4/4/2018,04 - 05,399.93,399.93,399.93,399.93
4/4/2018,05 - 06,412.7,412.7,412.7,412.7
4/4/2018,06 - 07,440.19,440.19,440.19,440.19
4/4/2018,07 - 08,499.4,499.4,499.4,499.4
4/4/2018,08 - 09,571.58,571.58,571.58,571.58
4/4/2018,09 - 10,502.08,502.08,502.08,502.08
4/4/2018,10 - 11,463.36,463.36,463.36,463.36
4/4/2018,11 - 12,462.33,462.33,462.33,462.33
4/4/2018,12 - 13,444.93,444.93,444.93,444.93
4/4/2018,13 - 14,438.44,438.44,438.44,438.44
4/4/2018,14 - 15,425.47,425.47,425.47,425.47
4/4/2018,15 - 16,422.48,422.48,422.48,422.48
4/4/2018,16 - 17,423.72,423.72,423.72,423.72
4/4/2018,17 - 18,427.22,427.22,427.22,427.22
4/4/2018,18 - 19,436.59,436.59,436.59,436.59
4/4/2018,19 - 20,440.6,440.6,440.6,440.6
4/4/2018,20 - 21,450.39,450.39,450.39,450.39
4/4/2018,21 - 22,438.03,438.03,438.03,438.03
4/4/2018,22 - 23,412.6,412.6,412.6,412.6
4/4/2018,23 - 00,390.77,390.77,390.77,390.77
5/4/2018,00 - 01,406.6,406.6,406.6,406.6
5/4/2018,01 - 02,401.34,401.34,401.34,401.34
5/4/2018,02 - 03,400.51,400.51,400.51,400.51
5/4/2018,03 - 04,403.51,403.51,403.51,403.51
5/4/2018,04 - 05,402.16,402.16,402.16,402.16
5/4/2018,05 - 06,415.27,415.27,415.27,415.27
5/4/2018,06 - 07,436.02,436.02,436.02,436.02
5/4/2018,07 - 08,491.76,491.76,491.76,491.76
5/4/2018,08 - 09,539.66,539.66,539.66,539.66
5/4/2018,09 - 10,536.56,536.56,536.56,536.56
5/4/2018,10 - 11,495.27,495.27,495.27,495.27
5/4/2018,11 - 12,480.31,480.31,480.31,480.31
5/4/2018,12 - 13,454.81,454.81,454.81,454.81
5/4/2018,13 - 14,446.76,446.76,446.76,446.76
5/4/2018,14 - 15,437.88,437.88,437.88,437.88
5/4/2018,15 - 16,436.54,436.54,436.54,436.54
5/4/2018,16 - 17,438.09,438.09,438.09,438.09
5/4/2018,17 - 18,438.71,438.71,438.71,438.71
5/4/2018,18 - 19,440.25,440.25,440.25,440.25
5/4/2018,19 - 20,440.87,440.87,440.87,440.87
5/4/2018,20 - 21,439.22,439.22,439.22,439.22
5/4/2018,21 - 22,425.29,425.29,425.29,425.29
5/4/2018,22 - 23,411.87,411.87,411.87,411.87
5/4/2018,23 - 00,380.59,380.59,380.59,380.59
6/4/2018,00 - 01,376.4,376.4,376.4,376.4
6/4/2018,01 - 02,360.96,360.96,360.96,360.96
6/4/2018,02 - 03,349.83,349.83,349.83,349.83
6/4/2018,03 - 04,344.48,344.48,344.48,344.48
6/4/2018,04 - 05,347.26,347.26,347.26,347.26
6/4/2018,05 - 06,402.05,402.05,402.05,402.05
6/4/2018,06 - 07,426.25,426.25,426.25,426.25
6/4/2018,07 - 08,470.01,470.01,470.01,470.01
6/4/2018,08 - 09,508.02,508.02,508.02,508.02
6/4/2018,09 - 10,452.92,452.92,452.92,452.92
6/4/2018,10 - 11,431.91,431.91,431.91,431.91
6/4/2018,11 - 12,420.89,420.89,420.89,420.89
6/4/2018,12 - 13,416.05,416.05,416.05,416.05
6/4/2018,13 - 14,412.76,412.76,412.76,412.76
6/4/2018,14 - 15,406.58,406.58,406.58,406.58
6/4/2018,15 - 16,405.44,405.44,405.44,405.44
6/4/2018,16 - 17,409.36,409.36,409.36,409.36
6/4/2018,17 - 18,414.2,414.2,414.2,414.2
6/4/2018,18 - 19,417.39,417.39,417.39,417.39
6/4/2018,19 - 20,426.45,426.45,426.45,426.45
6/4/2018,20 - 21,422.02,422.02,422.02,422.02
6/4/2018,21 - 22,417.39,417.39,417.39,417.39
6/4/2018,22 - 23,408.33,408.33,408.33,408.33
6/4/2018,23 - 00,386.6,386.6,386.6,386.6
7/4/2018,00 - 01,402.28,402.28,402.28,402.28
7/4/2018,01 - 02,395.49,395.49,395.49,395.49
7/4/2018,02 - 03,393.84,393.84,393.84,393.84
7/4/2018,03 - 04,392.3,392.3,392.3,392.3
7/4/2018,04 - 05,396.1,396.1,396.1,396.1
7/4/2018,05 - 06,399.5,399.5,399.5,399.5
7/4/2018,06 - 07,398.68,398.68,398.68,398.68
7/4/2018,07 - 08,402.38,402.38,402.38,402.38
7/4/2018,08 - 09,421.41,421.41,421.41,421.41
7/4/2018,09 - 10,429.54,429.54,429.54,429.54
7/4/2018,10 - 11,430.16,430.16,430.16,430.16
7/4/2018,11 - 12,421,421,421,421
7/4/2018,12 - 13,412.15,412.15,412.15,412.15
7/4/2018,13 - 14,405.67,405.67,405.67,405.67
7/4/2018,14 - 15,401.25,401.25,401.25,401.25
7/4/2018,15 - 16,398.47,398.47,398.47,398.47
7/4/2018,16 - 17,395.59,395.59,395.59,395.59
7/4/2018,17 - 18,400.53,400.53,400.53,400.53
7/4/2018,18 - 19,406.49,406.49,406.49,406.49
7/4/2018,19 - 20,416.17,416.17,416.17,416.17
7/4/2018,20 - 21,416.47,416.47,416.47,416.47
7/4/2018,21 - 22,402.17,402.17,402.17,402.17
7/4/2018,22 - 23,391.68,391.68,391.68,391.68
7/4/2018,23 - 00,399.4,399.4,399.4,399.4
8/4/2018,00 - 01,403.06,403.06,403.06,403.06
8/4/2018,01 - 02,401.31,401.31,401.31,401.31
8/4/2018,02 - 03,401.11,401.11,401.11,401.11
8/4/2018,03 - 04,401.73,401.73,401.73,401.73
8/4/2018,04 - 05,402.86,402.86,402.86,402.86
8/4/2018,05 - 06,404.4,404.4,404.4,404.4
8/4/2018,06 - 07,401.21,401.21,401.21,401.21
8/4/2018,07 - 08,400.08,400.08,400.08,400.08
8/4/2018,08 - 09,405.84,405.84,405.84,405.84
8/4/2018,09 - 10,409.96,409.96,409.96,409.96
8/4/2018,10 - 11,412.33,412.33,412.33,412.33
8/4/2018,11 - 12,410.17,410.17,410.17,410.17
8/4/2018,12 - 13,406.57,406.57,406.57,406.57
8/4/2018,13 - 14,402.76,402.76,402.76,402.76
8/4/2018,14 - 15,400.29,400.29,400.29,400.29
8/4/2018,15 - 16,399.46,399.46,399.46,399.46
8/4/2018,16 - 17,399.98,399.98,399.98,399.98
8/4/2018,17 - 18,402.24,402.24,402.24,402.24
8/4/2018,18 - 19,406.26,406.26,406.26,406.26
8/4/2018,19 - 20,419.23,419.23,419.23,419.23
8/4/2018,20 - 21,435.08,435.08,435.08,435.08
8/4/2018,21 - 22,429.11,429.11,429.11,429.11
8/4/2018,22 - 23,410.79,410.79,410.79,410.79
8/4/2018,23 - 00,399.46,399.46,399.46,399.46
9/4/2018,00 - 01,397.09,397.09,397.09,397.09
9/4/2018,01 - 02,391.23,391.23,391.23,391.23
9/4/2018,02 - 03,390.61,390.61,390.61,390.61
9/4/2018,03 - 04,390.92,390.92,390.92,390.92
9/4/2018,04 - 05,402.55,402.55,402.55,402.55
9/4/2018,05 - 06,410.99,410.99,410.99,410.99
9/4/2018,06 - 07,437.14,437.14,437.14,437.14
9/4/2018,07 - 08,515.18,515.18,515.18,515.18
9/4/2018,08 - 09,629.46,629.46,629.46,629.46
9/4/2018,09 - 10,535.46,535.46,535.46,535.46
9/4/2018,10 - 11,491.81,491.81,491.81,491.81
9/4/2018,11 - 12,461.03,461.03,461.03,461.03
9/4/2018,12 - 13,442.08,442.08,442.08,442.08
9/4/2018,13 - 14,437.55,437.55,437.55,437.55
9/4/2018,14 - 15,427.36,427.36,427.36,427.36
9/4/2018,15 - 16,425.71,425.71,425.71,425.71
9/4/2018,16 - 17,431.99,431.99,431.99,431.99
9/4/2018,17 - 18,449.7,449.7,449.7,449.7
9/4/2018,18 - 19,462.37,462.37,462.37,462.37
9/4/2018,19 - 20,465.97,465.97,465.97,465.97
9/4/2018,20 - 21,449.5,449.5,449.5,449.5
9/4/2018,21 - 22,424.79,424.79,424.79,424.79
9/4/2018,22 - 23,408.01,408.01,408.01,408.01
9/4/2018,23 - 00,394.93,394.93,394.93,394.93
10/4/2018,00 - 01,396.05,396.05,396.05,396.05
10/4/2018,01 - 02,381.53,381.53,381.53,381.53
10/4/2018,02 - 03,381.43,381.43,381.43,381.43
10/4/2018,03 - 04,381.63,381.63,381.63,381.63
10/4/2018,04 - 05,389.15,389.15,389.15,389.15
10/4/2018,05 - 06,402.65,402.65,402.65,402.65
10/4/2018,06 - 07,426.13,426.13,426.13,426.13
10/4/2018,07 - 08,456.52,456.52,456.52,456.52
10/4/2018,08 - 09,471.14,471.14,471.14,471.14
10/4/2018,09 - 10,453.33,453.33,453.33,453.33
10/4/2018,10 - 11,445.6,445.6,445.6,445.6
10/4/2018,11 - 12,432.41,432.41,432.41,432.41
10/4/2018,12 - 13,432.62,432.62,432.62,432.62
10/4/2018,13 - 14,429.22,429.22,429.22,429.22
10/4/2018,14 - 15,423.04,423.04,423.04,423.04
10/4/2018,15 - 16,420.47,420.47,420.47,420.47
10/4/2018,16 - 17,421.29,421.29,421.29,421.29
10/4/2018,17 - 18,423.14,423.14,423.14,423.14
10/4/2018,18 - 19,425.1,425.1,425.1,425.1
10/4/2018,19 - 20,425,425,425,425
10/4/2018,20 - 21,423.97,423.97,423.97,423.97
10/4/2018,21 - 22,417.69,417.69,417.69,417.69
10/4/2018,22 - 23,406.05,406.05,406.05,406.05
10/4/2018,23 - 00,390.8,390.8,390.8,390.8
11/4/2018,00 - 01,398.36,398.36,398.36,398.36
11/4/2018,01 - 02,392.7,392.7,392.7,392.7
11/4/2018,02 - 03,391.16,391.16,391.16,391.16
11/4/2018,03 - 04,394.14,394.14,394.14,394.14
11/4/2018,04 - 05,395.58,395.58,395.58,395.58
11/4/2018,05 - 06,407.94,407.94,407.94,407.94
11/4/2018,06 - 07,419.06,419.06,419.06,419.06
11/4/2018,07 - 08,458.91,458.91,458.91,458.91
11/4/2018,08 - 09,480.73,480.73,480.73,480.73
11/4/2018,09 - 10,460.14,460.14,460.14,460.14
11/4/2018,10 - 11,448.4,448.4,448.4,448.4
11/4/2018,11 - 12,433.78,433.78,433.78,433.78
11/4/2018,12 - 13,425.24,425.24,425.24,425.24
11/4/2018,13 - 14,425.75,425.75,425.75,425.75
11/4/2018,14 - 15,418.65,418.65,418.65,418.65
11/4/2018,15 - 16,418.24,418.24,418.24,418.24
11/4/2018,16 - 17,421.02,421.02,421.02,421.02
11/4/2018,17 - 18,421.63,421.63,421.63,421.63
11/4/2018,18 - 19,424.31,424.31,424.31,424.31
11/4/2018,19 - 20,428.02,428.02,428.02,428.02
11/4/2018,20 - 21,429.15,429.15,429.15,429.15
11/4/2018,21 - 22,423.07,423.07,423.07,423.07
11/4/2018,22 - 23,413.91,413.91,413.91,413.91
11/4/2018,23 - 00,404.85,404.85,404.85,404.85
12/4/2018,00 - 01,407.54,407.54,407.54,407.54
12/4/2018,01 - 02,405.17,405.17,405.17,405.17
12/4/2018,02 - 03,404.56,404.56,404.56,404.56
12/4/2018,03 - 04,405.17,405.17,405.17,405.17
12/4/2018,04 - 05,406.2,406.2,406.2,406.2
12/4/2018,05 - 06,408.77,408.77,408.77,408.77
12/4/2018,06 - 07,422.14,422.14,422.14,422.14
12/4/2018,07 - 08,459.97,459.97,459.97,459.97
12/4/2018,08 - 09,513.95,513.95,513.95,513.95
12/4/2018,09 - 10,451.13,451.13,451.13,451.13
12/4/2018,10 - 11,431.6,431.6,431.6,431.6
12/4/2018,11 - 12,422.34,422.34,422.34,422.34
12/4/2018,12 - 13,418.64,418.64,418.64,418.64
12/4/2018,13 - 14,415.87,415.87,415.87,415.87
12/4/2018,14 - 15,407.13,407.13,407.13,407.13
12/4/2018,15 - 16,406.2,406.2,406.2,406.2
12/4/2018,16 - 17,406.72,406.72,406.72,406.72
12/4/2018,17 - 18,407.44,407.44,407.44,407.44
12/4/2018,18 - 19,407.74,407.74,407.74,407.74
12/4/2018,19 - 20,412.37,412.37,412.37,412.37
12/4/2018,20 - 21,409.6,409.6,409.6,409.6
12/4/2018,21 - 22,406.51,406.51,406.51,406.51
12/4/2018,22 - 23,404.25,404.25,404.25,404.25
12/4/2018,23 - 00,400.24,400.24,400.24,400.24
13-04-2018,00 - 01,401.74,401.74,401.74,401.74
13-04-2018,01 - 02,398.31,398.31,398.31,398.31
13-04-2018,02 - 03,397.79,397.79,397.79,397.79
13-04-2018,03 - 04,399.97,399.97,399.97,399.97
13-04-2018,04 - 05,399.97,399.97,399.97,399.97
13-04-2018,05 - 06,406.51,406.51,406.51,406.51
13-04-2018,06 - 07,423.75,423.75,423.75,423.75
13-04-2018,07 - 08,455.32,455.32,455.32,455.32
13-04-2018,08 - 09,483.14,483.14,483.14,483.14
13-04-2018,09 - 10,467.88,467.88,467.88,467.88
13-04-2018,10 - 11,435.38,435.38,435.38,435.38
13-04-2018,11 - 12,420.32,420.32,420.32,420.32
13-04-2018,12 - 13,411.81,411.81,411.81,411.81
13-04-2018,13 - 14,406.62,406.62,406.62,406.62
13-04-2018,14 - 15,405.06,405.06,405.06,405.06
13-04-2018,15 - 16,400.18,400.18,400.18,400.18
13-04-2018,16 - 17,404.54,404.54,404.54,404.54
13-04-2018,17 - 18,409.84,409.84,409.84,409.84
13-04-2018,18 - 19,411.19,411.19,411.19,411.19
13-04-2018,19 - 20,411.81,411.81,411.81,411.81
13-04-2018,20 - 21,409.94,409.94,409.94,409.94
13-04-2018,21 - 22,409.21,409.21,409.21,409.21
13-04-2018,22 - 23,405.06,405.06,405.06,405.06
13-04-2018,23 - 00,391.67,391.67,391.67,391.67
14-04-2018,00 - 01,328.82,328.82,328.82,328.82
14-04-2018,01 - 02,303.46,303.46,303.46,303.46
14-04-2018,02 - 03,301.38,301.38,301.38,301.38
14-04-2018,03 - 04,310.94,310.94,310.94,310.94
14-04-2018,04 - 05,349.92,349.92,349.92,349.92
14-04-2018,05 - 06,340.87,340.87,340.87,340.87
14-04-2018,06 - 07,383.8,383.8,383.8,383.8
14-04-2018,07 - 08,404.37,404.37,404.37,404.37
14-04-2018,08 - 09,413,413,413,413
14-04-2018,09 - 10,414.87,414.87,414.87,414.87
14-04-2018,10 - 11,414.35,414.35,414.35,414.35
14-04-2018,11 - 12,413.31,413.31,413.31,413.31
14-04-2018,12 - 13,410.19,410.19,410.19,410.19
14-04-2018,13 - 14,406.76,406.76,406.76,406.76
14-04-2018,14 - 15,404.89,404.89,404.89,404.89
14-04-2018,15 - 16,403.96,403.96,403.96,403.96
