Elspot Prices in SEK/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 10-01-2018,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
7/1/2016,19 - 20,318.11,343.41,343.41,343.41,343.41,536.13,200.47,343.41,343.41,200.47,200.47,343.41,343.41,343.41,536.13,536.13,536.13,536.13
7/1/2016,20 - 21,281.82,294.93,294.93,294.93,294.93,461.88,196.22,294.93,294.93,196.22,196.22,294.93,294.93,294.93,461.88,461.88,461.88,461.88
7/1/2016,21 - 22,250.89,238.88,238.88,238.88,238.88,359.76,198.25,238.88,238.88,198.25,198.25,238.88,238.88,238.88,359.76,411.19,411.19,359.76
7/1/2016,22 - 23,214.69,198.99,198.99,198.99,198.99,314.05,195.95,198.99,198.99,195.95,195.95,198.99,198.99,198.99,314.05,314.05,314.05,314.05
7/1/2016,23 - 00,192.44,187.08,187.08,187.08,187.08,277.76,187.08,187.08,187.08,187.08,187.08,187.08,187.08,187.08,277.76,277.76,277.76,277.76
8/1/2016,00 - 01,198.33,195.54,195.54,195.54,195.54,279.67,112.54,195.54,195.54,195.54,195.54,195.54,195.54,195.54,279.67,286.63,286.63,279.67
8/1/2016,01 - 02,192.29,187.19,187.19,187.19,187.19,265.18,159.98,187.19,187.19,187.19,187.19,187.19,187.19,187.19,265.18,320.8,320.8,265.18
8/1/2016,02 - 03,187.84,183.66,183.66,183.66,183.66,255.62,129.06,183.66,183.66,183.66,183.66,183.66,183.66,183.66,255.62,270.01,270.01,255.62
8/1/2016,03 - 04,187.28,184.4,184.4,184.4,184.4,259.43,112.44,184.4,184.4,179.95,184.4,184.4,184.4,184.4,259.43,270.1,270.1,259.43
8/1/2016,04 - 05,188.12,187.28,187.28,187.28,187.28,291.09,120.61,187.28,187.28,172.8,187.28,187.28,187.28,187.28,291.09,329.71,329.71,291.09
8/1/2016,05 - 06,201.02,192.48,192.48,192.48,192.48,456.08,157.66,192.48,192.48,190.72,192.48,192.48,192.48,192.48,456.08,456.08,456.08,456.08
8/1/2016,06 - 07,237.98,204.46,204.46,204.46,204.46,539.09,204.46,204.46,204.46,204.46,204.46,204.46,204.46,204.46,539.09,539.09,539.09,539.09
8/1/2016,07 - 08,330.09,277.72,277.72,277.72,277.72,928.6,259.89,277.72,277.72,226.74,226.74,277.72,277.72,277.72,928.6,928.6,928.6,928.6
8/1/2016,08 - 09,428.14,400.74,400.74,400.74,400.74,927.95,259.8,400.74,400.74,259.8,259.8,400.74,400.74,400.74,927.95,927.95,927.95,927.95
8/1/2016,09 - 10,351.35,405.85,405.85,405.85,405.85,706.04,246.98,405.85,287.84,246.98,246.98,405.85,405.85,405.85,706.04,706.04,706.04,706.04
8/1/2016,10 - 11,322.47,403.25,403.25,403.25,403.25,641.51,237.23,403.25,403.25,237.23,237.23,403.25,403.25,403.25,641.51,641.51,641.51,641.51
8/1/2016,11 - 12,319.69,343.08,343.08,343.08,343.08,468.15,239.18,343.08,343.08,239.18,239.18,343.08,343.08,343.08,468.15,539,539,468.15
8/1/2016,12 - 13,316.53,299.63,299.63,299.63,299.63,429.16,233.33,299.63,299.63,233.33,233.33,299.63,299.63,299.63,429.16,538.63,538.63,429.16
8/1/2016,13 - 14,294.34,248.65,248.65,248.65,248.65,364.81,237.51,248.65,248.65,237.51,237.51,248.65,248.65,248.65,364.81,539.28,539.28,364.81
8/1/2016,14 - 15,319.59,256.27,256.27,256.27,256.27,470.85,256.27,256.27,256.27,256.27,256.27,256.27,256.27,256.27,470.85,529.99,529.99,470.85
8/1/2016,15 - 16,406.69,297.87,297.87,297.87,297.87,719.41,286.07,297.87,297.87,286.07,286.07,297.87,297.87,297.87,719.41,928.88,928.88,719.41
8/1/2016,16 - 17,450.42,353.48,353.48,353.48,353.48,928.05,333.99,353.48,333.99,333.99,333.99,353.48,353.48,353.48,928.05,928.7,928.7,928.05
8/1/2016,17 - 18,454.41,428.6,428.6,428.6,428.6,641.51,404.46,428.6,404.46,404.46,404.46,428.6,428.6,428.6,641.51,641.51,641.51,641.51
8/1/2016,18 - 19,461.93,436.12,436.12,436.12,436.12,641.14,422.19,436.12,422.19,422.19,422.19,436.12,436.12,436.12,641.14,641.14,641.14,641.14
8/1/2016,19 - 20,397.77,372.24,372.24,372.24,372.24,404.74,360.35,372.24,360.35,360.35,360.35,372.24,372.24,372.24,404.74,465.09,465.09,404.74
8/1/2016,20 - 21,319.69,265.28,265.28,265.28,265.28,320.24,265.28,265.28,265.28,265.28,265.28,265.28,265.28,265.28,320.24,456.46,456.46,320.24
8/1/2016,21 - 22,267.23,232.96,232.96,232.96,232.96,320.24,232.96,232.96,232.96,232.96,232.96,232.96,232.96,232.96,320.24,446.24,446.24,320.24
8/1/2016,22 - 23,245.96,225.81,225.81,225.81,225.81,302.14,225.81,225.81,225.81,225.81,225.81,225.81,225.81,225.81,302.14,302.14,302.14,302.14
8/1/2016,23 - 00,220.06,210.4,210.4,210.4,210.4,278.18,210.4,210.4,210.4,210.4,210.4,210.4,210.4,210.4,278.18,279.2,279.2,278.18
9/1/2016,00 - 01,237.84,226.91,226.91,226.91,226.91,259.32,226.91,226.91,226.91,226.91,226.91,226.91,226.91,226.91,259.32,289.41,289.41,259.32
9/1/2016,01 - 02,221.73,217.01,217.01,217.01,217.01,237.38,217.01,217.01,217.01,217.01,217.01,217.01,217.01,217.01,237.38,278.67,278.67,237.38
9/1/2016,02 - 03,212.56,210.99,210.99,210.99,210.99,220.8,210.99,210.99,210.99,210.99,210.99,210.99,210.99,210.99,220.8,278.48,278.48,220.8
9/1/2016,03 - 04,210.8,208.21,208.21,208.21,208.21,237.93,208.21,208.21,208.21,208.21,208.21,208.21,208.21,208.21,237.93,280.98,280.98,237.93
9/1/2016,04 - 05,206.36,203.31,203.31,203.31,203.31,246.45,203.31,203.31,203.31,203.31,203.31,203.31,203.31,203.31,246.45,296.63,296.63,246.45
9/1/2016,05 - 06,209.6,205.99,205.99,205.99,205.99,256.35,205.99,205.99,205.99,205.99,205.99,205.99,205.99,205.99,256.35,343.75,343.75,256.35
9/1/2016,06 - 07,210.53,207.29,207.29,207.29,207.29,253.39,207.29,207.29,207.29,207.29,207.29,207.29,207.29,207.29,253.39,546.22,546.22,253.39
9/1/2016,07 - 08,222.38,212.66,212.66,212.66,212.66,271.81,212.66,212.66,212.66,212.66,212.66,212.66,212.66,200.99,271.81,546.68,546.68,271.81
9/1/2016,08 - 09,231.64,221.73,221.73,221.73,221.73,268.39,221.73,221.73,221.73,221.73,221.73,221.73,221.73,199.79,268.39,647.69,647.69,268.39
9/1/2016,09 - 10,245.43,228.67,228.67,228.67,228.67,281.91,228.67,228.67,228.67,228.67,228.67,228.67,228.67,225.8,281.91,927.28,927.28,281.91
9/1/2016,10 - 11,258.11,245.24,245.24,245.24,245.24,277.28,245.24,245.24,245.24,245.24,245.24,245.24,245.24,245.24,277.28,927.37,927.37,277.28
9/1/2016,11 - 12,264.78,249.32,249.32,249.32,249.32,278.39,249.32,249.32,249.32,249.32,249.32,249.32,249.32,249.32,278.39,927.37,927.37,278.39
9/1/2016,12 - 13,257.09,243.67,243.67,243.67,243.67,277,243.67,243.67,243.67,243.67,243.67,243.67,243.67,243.67,277,927.28,927.28,277
9/1/2016,13 - 14,249.78,234.41,234.41,234.41,234.41,285.89,234.41,234.41,234.41,234.41,234.41,234.41,234.41,234.41,285.89,927.19,927.19,285.89
9/1/2016,14 - 15,250.71,230.06,230.06,230.06,230.06,314.96,230.06,230.06,230.06,230.06,230.06,230.06,230.06,230.06,314.96,927.28,927.28,314.96
9/1/2016,15 - 16,273.3,241.91,241.91,241.91,241.91,456.51,241.91,241.91,241.91,241.91,241.91,241.91,241.91,241.91,456.51,1851.97,1851.97,456.51
9/1/2016,16 - 17,319.22,275.61,275.61,275.61,275.61,548.35,258.02,275.61,258.02,258.02,258.02,275.61,275.61,275.61,548.35,1852.16,1852.16,548.35
9/1/2016,17 - 18,420.31,334.21,334.21,334.21,334.21,536.22,269.32,334.21,269.32,269.32,269.32,334.21,334.21,334.21,536.22,927.47,927.47,536.22
9/1/2016,18 - 19,306.44,258.02,258.02,258.02,258.02,429.02,258.02,258.02,258.02,258.02,258.02,258.02,258.02,258.02,429.02,927.37,927.37,429.02
9/1/2016,19 - 20,254.5,228.02,228.02,228.02,228.02,354.58,228.02,228.02,228.02,228.02,228.02,228.02,228.02,228.02,354.58,927.1,927.1,354.58
9/1/2016,20 - 21,225.15,214.14,214.14,214.14,214.14,315.61,214.14,214.14,214.14,214.14,214.14,214.14,214.14,214.14,315.61,1851.79,1851.79,315.61
9/1/2016,21 - 22,217.29,208.95,208.95,208.95,208.95,376.06,208.95,208.95,208.95,208.95,208.95,208.95,208.95,208.95,376.06,528.45,528.45,376.06
9/1/2016,22 - 23,210.16,204.32,204.32,204.32,204.32,314.31,204.32,204.32,204.32,204.32,204.32,204.32,204.32,204.32,314.31,314.31,314.31,314.31
9/1/2016,23 - 00,202.84,196.83,196.83,196.83,196.83,264.96,196.83,196.83,196.83,196.83,196.83,196.83,196.83,196.83,264.96,295.24,295.24,264.96
10/1/2016,00 - 01,198.03,197.66,197.66,197.66,197.66,197.66,144.45,197.66,197.66,197.66,197.66,197.66,197.66,197.66,197.66,278.51,278.51,197.66
10/1/2016,01 - 02,185.98,184.78,184.78,184.78,184.78,184.78,176.62,184.78,184.78,184.78,184.78,184.78,184.78,184.78,184.78,268.77,268.77,184.78
10/1/2016,02 - 03,183.57,182.18,182.18,182.18,182.18,182.18,182.18,182.18,182.18,182.18,182.18,182.18,182.18,182.18,182.18,268.03,268.03,182.18
10/1/2016,03 - 04,181.9,180.14,180.14,180.14,180.14,180.14,180.14,180.14,180.14,180.14,180.14,180.14,180.14,180.14,180.14,266.64,266.64,180.14
10/1/2016,04 - 05,180.51,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,266.83,266.83,178.47
10/1/2016,05 - 06,181.9,179.77,179.77,179.77,179.77,189.41,179.77,179.77,179.77,179.77,179.77,179.77,179.77,179.77,189.41,276.38,276.38,189.41
10/1/2016,06 - 07,181.9,179.21,179.21,179.21,179.21,216.67,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,216.67,384.39,384.39,216.67
10/1/2016,07 - 08,184.13,181.44,181.44,181.44,181.44,250.33,181.44,181.44,181.44,181.44,181.44,181.44,181.44,181.44,250.33,384.2,384.2,250.33
10/1/2016,08 - 09,184.13,180.7,180.7,180.7,180.7,270.07,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,270.07,384.57,384.57,270.07
10/1/2016,09 - 10,191.08,186.82,186.82,186.82,186.82,305.3,186.82,186.82,186.82,186.82,186.82,186.82,186.82,186.82,305.3,384.57,384.57,305.3
10/1/2016,10 - 11,198.78,194.23,194.23,194.23,194.23,305.3,190.99,194.23,194.23,194.23,194.23,194.23,194.23,194.23,305.3,384.11,384.11,305.3
10/1/2016,11 - 12,204.62,200.17,200.17,200.17,200.17,305.58,200.17,200.17,200.17,200.17,200.17,200.17,200.17,200.17,305.58,384.11,384.11,305.58
10/1/2016,12 - 13,205.45,202.39,202.39,202.39,202.39,280.73,202.39,202.39,202.39,202.39,202.39,202.39,202.39,202.39,280.73,384.11,384.11,280.73
10/1/2016,13 - 14,202.58,197.76,197.76,197.76,197.76,291.49,197.76,197.76,197.76,197.76,197.76,197.76,197.76,197.76,291.49,384.02,384.02,291.49
10/1/2016,14 - 15,201.74,196.74,196.74,196.74,196.74,305.86,192.66,196.74,196.74,196.74,196.74,196.74,196.74,196.74,305.86,384.02,384.02,305.86
10/1/2016,15 - 16,209.16,203.78,203.78,203.78,203.78,342.39,198.87,203.78,203.78,203.78,203.78,203.78,203.78,203.78,342.39,384.39,384.39,342.39
10/1/2016,16 - 17,229,221.77,221.77,221.77,221.77,353.05,221.77,221.77,221.77,214.72,214.72,221.77,221.77,221.77,353.05,1854.82,1854.82,353.05
10/1/2016,17 - 18,258.48,238.83,238.83,238.83,238.83,386.24,240.68,240.68,238.83,238.83,238.83,238.83,238.83,238.83,386.24,556.83,556.83,386.24
10/1/2016,18 - 19,253.76,231.04,231.04,231.04,231.04,395.88,231.04,231.04,231.04,231.04,231.04,231.04,231.04,231.04,395.88,556.46,556.46,395.88
10/1/2016,19 - 20,240.13,225.66,225.66,225.66,225.66,317.73,225.66,225.66,225.66,225.66,225.66,225.66,225.66,225.66,317.73,519.84,519.84,317.73
10/1/2016,20 - 21,226.68,220.56,220.56,220.56,220.56,299.93,220.56,220.56,220.56,220.56,220.56,220.56,220.56,220.56,299.93,384.76,384.76,299.93
10/1/2016,21 - 22,220.84,213.61,213.61,213.61,213.61,305.95,213.61,213.61,213.61,213.61,213.61,213.61,213.61,213.61,305.95,319.95,319.95,305.95
10/1/2016,22 - 23,211.2,207.12,207.12,207.12,207.12,270.35,207.12,207.12,207.12,207.12,207.12,207.12,207.12,207.12,270.35,288.24,288.24,270.35
10/1/2016,23 - 00,202.86,201.09,201.09,201.09,201.09,201.09,201.09,201.09,201.09,201.09,201.09,201.09,201.09,197.11,201.09,278.42,278.42,201.09
11/1/2016,00 - 01,198.59,198.13,198.13,198.13,198.13,198.13,198.13,198.13,198.13,198.13,198.13,198.13,198.13,198.13,198.13,245.41,245.41,198.13
11/1/2016,01 - 02,186.26,185.8,185.8,185.8,185.8,185.8,185.8,185.8,185.8,185.8,185.8,185.8,185.8,185.8,185.8,185.8,185.8,185.8
11/1/2016,02 - 03,183.76,183.39,183.39,183.39,183.39,183.39,183.39,183.39,183.39,183.39,183.39,183.39,183.39,183.39,183.39,244.39,244.39,183.39
11/1/2016,03 - 04,179.77,179.49,179.49,179.49,179.49,179.49,179.49,179.49,179.49,179.49,179.49,179.49,179.49,179.49,179.49,179.49,179.49,
11/1/2016,04 - 05,187.28,182.46,182.46,182.46,182.46,278.32,181.35,182.46,182.46,182.46,182.46,182.46,182.46,182.46,278.32,278.32,278.32,
11/1/2016,05 - 06,207.77,199.89,199.89,199.89,199.89,370.11,200.91,199.89,199.89,199.89,199.89,199.89,199.89,196.55,370.11,370.11,370.11,
11/1/2016,06 - 07,253.38,224.74,224.74,224.74,224.74,533.93,224.74,224.74,224.74,224.74,224.74,224.74,224.74,219.27,533.93,1854.63,1854.63,
11/1/2016,07 - 08,421.47,266.92,266.92,373.45,376.6,629.06,373.45,376.6,373.45,373.45,373.45,266.92,266.92,266.92,629.06,1854.72,1854.72,
11/1/2016,08 - 09,429.91,264.42,264.42,425.83,425.83,556.65,425.83,425.83,425.83,425.83,425.83,264.42,264.42,264.42,556.65,556.65,556.65,
11/1/2016,09 - 10,414.8,256.26,256.26,407.94,407.94,515.76,407.94,407.94,407.94,407.94,407.94,256.26,256.26,256.26,515.76,1854.35,1854.35,
11/1/2016,10 - 11,363.25,253.48,253.48,388.84,388.84,388.84,388.84,388.84,388.84,388.84,388.84,253.48,253.48,253.48,388.84,447.62,447.62,
11/1/2016,11 - 12,369.65,251.9,251.9,376.6,379.75,376.6,376.6,379.75,376.6,376.6,376.6,251.9,251.9,251.9,376.6,464.21,464.21,
11/1/2016,12 - 13,408.68,255.8,255.8,383,383,450.31,383,383,383,383,383,255.8,255.8,255.8,450.31,471.63,471.63,
11/1/2016,13 - 14,414.15,260.89,260.89,380.96,380.96,453.64,380.96,380.96,380.96,380.96,380.96,260.89,260.89,260.89,453.64,538.29,538.29,
11/1/2016,14 - 15,402.19,261.45,261.45,357.87,360.84,510.76,357.87,360.84,357.87,357.87,357.87,261.45,261.45,261.45,510.76,547.28,547.28,
11/1/2016,15 - 16,412.94,264.05,264.05,347.67,347.67,649.36,347.67,347.67,347.67,347.67,347.67,264.05,264.05,264.05,649.36,1854.35,1854.35,
11/1/2016,16 - 17,411.92,246.99,246.99,351.85,351.85,592.71,351.85,351.85,351.85,351.85,351.85,246.99,246.99,246.99,592.71,1854.45,1854.45,
11/1/2016,17 - 18,385.69,239.57,239.57,414.33,414.33,484.15,414.33,414.33,414.33,414.33,414.33,239.57,239.57,239.57,484.15,1854.63,1854.63,
11/1/2016,18 - 19,360.38,232.52,232.52,397.55,397.55,487.76,397.55,397.55,397.55,397.55,397.55,232.52,232.52,232.52,487.76,1854.26,1854.26,
11/1/2016,19 - 20,317.91,226.87,226.87,358.98,361.95,358.98,358.98,361.95,358.98,358.98,358.98,226.87,226.87,226.87,323.1,537.83,537.83,
11/1/2016,20 - 21,260.34,221.68,221.68,258.39,299.46,279.34,258.39,299.46,258.39,258.39,258.39,221.68,221.68,221.68,315.22,445.21,445.21,279.34
11/1/2016,21 - 22,239.11,222.23,222.23,235.95,235.95,279.16,235.95,235.95,235.95,235.95,235.95,222.23,222.23,222.23,279.16,384.3,384.3,279.16
11/1/2016,22 - 23,216.67,213.7,213.7,213.7,213.7,231.32,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,231.32,297.24,297.24,231.32
11/1/2016,23 - 00,202.02,201,201,201,201,201,201,201,201,201,201,201,201,198.22,201,278.7,278.7,201
12/1/2016,00 - 01,196.61,195.77,195.77,195.77,195.77,195.77,195.77,195.77,195.77,195.77,195.77,195.77,195.77,195.77,195.77,264.77,264.77,195.77
12/1/2016,01 - 02,184.55,183.72,183.72,183.72,183.72,183.72,183.72,183.72,183.72,183.72,183.72,183.72,183.72,183.72,183.72,264.49,264.49,183.72
12/1/2016,02 - 03,177.97,177.13,177.13,177.13,177.13,177.13,177.13,177.13,177.13,177.13,177.13,177.13,177.13,177.13,177.13,264.4,264.4,177.13
12/1/2016,03 - 04,171.38,170.73,170.73,170.73,170.73,170.73,170.73,170.73,170.73,170.73,170.73,170.73,170.73,170.73,170.73,264.49,264.49,
12/1/2016,04 - 05,178.06,176.21,176.21,176.21,176.21,240.2,176.21,176.21,176.21,176.21,176.21,176.21,176.21,176.21,240.2,279.15,279.15,
12/1/2016,05 - 06,200.87,193.92,193.92,193.92,193.92,287.12,187.24,193.92,193.92,193.92,193.92,193.92,193.92,193.92,287.12,322.36,322.36,
12/1/2016,06 - 07,224.34,212.65,212.65,212.65,212.65,315.87,219.42,219.42,212.65,212.65,212.65,212.65,212.65,212.65,315.87,926.75,926.75,
12/1/2016,07 - 08,327.74,238.25,238.25,322.46,325.15,328.21,322.46,325.15,322.46,322.46,322.46,238.25,238.25,238.25,328.21,1113.34,1113.34,
12/1/2016,08 - 09,373.65,271.73,271.73,366.6,366.6,366.6,366.6,366.6,366.6,366.6,366.6,271.73,271.73,271.73,366.6,1113.07,1113.07,
12/1/2016,09 - 10,381.81,259.86,259.86,380.23,380.23,380.23,380.23,380.23,380.23,380.23,380.23,259.86,259.86,259.86,380.23,640.74,640.74,
12/1/2016,10 - 11,364.93,262.45,262.45,358.53,358.53,358.53,358.53,358.53,358.53,358.53,358.53,262.45,262.45,262.45,358.53,520.27,520.27,
12/1/2016,11 - 12,360.2,256.06,256.06,338.13,338.13,338.13,338.13,338.13,338.13,338.13,338.13,256.06,256.06,256.06,338.13,464.44,464.44,
12/1/2016,12 - 13,357.79,255.78,255.78,324.59,324.59,368.64,324.59,324.59,324.59,324.59,324.59,255.78,255.78,255.78,368.64,464.53,464.53,
12/1/2016,13 - 14,348.61,255.96,255.96,308.82,308.82,368.92,308.82,308.82,308.82,308.82,308.82,255.96,255.96,255.96,368.92,1854.8,1854.8,
12/1/2016,14 - 15,359.83,259.02,259.02,298.72,298.72,386.63,298.72,298.72,298.72,298.72,298.72,259.02,259.02,259.02,386.63,538.63,538.63,
12/1/2016,15 - 16,385.06,267.83,267.83,306.04,306.04,454.89,306.04,306.04,306.04,306.04,306.04,267.83,267.83,267.83,454.89,1854.89,1854.89,
12/1/2016,16 - 17,413.9,249.47,249.47,438.29,438.29,464.35,334.61,438.29,334.61,334.61,334.61,249.47,249.47,249.47,464.35,648.44,648.44,
12/1/2016,17 - 18,422.52,235.75,235.75,519.07,519.07,519.07,388.95,519.07,388.95,388.95,388.95,235.75,235.75,235.75,519.07,612.64,612.64,
12/1/2016,18 - 19,371.42,225.73,225.73,374.02,374.02,459.8,374.02,374.02,374.02,374.02,374.02,225.73,225.73,225.73,459.8,612.36,612.36,
12/1/2016,19 - 20,272.75,220.35,220.35,275.35,275.35,314.39,275.35,275.35,275.35,275.35,275.35,220.35,220.35,220.35,314.39,429.85,429.85,
12/1/2016,20 - 21,240.57,219.05,219.05,241.59,241.59,241.59,241.59,241.59,241.59,241.59,241.59,219.05,219.05,219.05,241.59,429.94,429.94,241.59
12/1/2016,21 - 22,238.53,225.82,225.82,229.62,229.62,273.3,229.62,229.62,229.62,229.62,229.62,225.82,225.82,225.82,273.3,326.91,326.91,273.3
12/1/2016,22 - 23,219.42,216.08,216.08,216.08,216.08,232.68,216.08,216.08,216.08,216.08,216.08,216.08,216.08,216.08,232.68,288.33,288.33,232.68
12/1/2016,23 - 00,200.13,199.48,199.48,199.48,199.48,199.48,199.48,199.48,199.48,199.48,199.48,199.48,199.48,199.48,199.48,264.59,264.59,199.48
13-01-2016,00 - 01,194.93,194.38,194.38,194.38,194.38,194.38,194.38,194.38,194.38,194.38,194.38,194.38,194.38,194.38,194.38,278.42,278.42,194.38
13-01-2016,01 - 02,182.53,181.97,181.97,181.97,181.97,181.97,181.97,181.97,181.97,181.97,181.97,181.97,181.97,181.97,181.97,277.87,277.87,181.97
13-01-2016,02 - 03,173.74,173.27,173.27,173.27,173.27,173.27,172.16,173.27,173.27,173.27,173.27,173.27,173.27,173.27,173.27,277.59,277.59,173.27
13-01-2016,03 - 04,173.18,172.72,172.72,172.72,172.72,172.72,172.72,172.72,172.72,172.72,172.72,172.72,172.72,172.72,172.72,296.56,296.56,
13-01-2016,04 - 05,180.4,178.73,178.73,178.73,178.73,228.53,167.07,178.73,178.73,178.73,178.73,178.73,178.73,178.73,228.53,299.71,299.71,
13-01-2016,05 - 06,201.32,197.52,197.52,197.52,197.52,311.46,192.8,197.52,197.52,197.52,197.52,197.52,197.52,197.52,311.46,528.24,528.24,
13-01-2016,06 - 07,226.49,217.7,217.7,217.7,217.7,323.5,217.7,217.7,215.94,215.94,215.94,217.7,217.7,217.7,323.5,1110.72,1110.72,
13-01-2016,07 - 08,305.91,254.54,254.54,254.54,254.54,353.95,254.54,254.54,254.54,239.92,239.92,254.54,254.54,254.54,353.95,1110.91,1110.91,
13-01-2016,08 - 09,315.81,280.92,280.92,280.92,280.92,334.97,277.49,280.92,280.92,277.49,277.49,280.92,280.92,280.92,334.97,1110.81,1110.81,
13-01-2016,09 - 10,313.87,284.44,284.44,284.44,284.44,326.37,284.44,284.44,284.44,284.44,284.44,284.44,284.44,284.44,326.37,1110.91,1110.91,
13-01-2016,10 - 11,297.21,291.1,291.1,291.1,291.1,291.1,291.1,291.1,291.1,291.1,291.1,291.1,291.1,291.1,291.1,1110.81,1110.81,
13-01-2016,11 - 12,311.28,310.63,310.63,310.63,310.63,310.63,310.63,310.63,310.63,310.63,310.63,310.63,310.63,310.63,310.63,537.59,537.59,
13-01-2016,12 - 13,322.94,314.61,314.61,314.61,314.61,325.81,314.61,314.61,308.32,308.32,308.32,314.61,314.61,314.61,325.81,537.4,537.4,
13-01-2016,13 - 14,323.5,315.54,315.54,315.54,315.54,322.76,315.54,315.54,313.13,313.13,313.13,315.54,315.54,315.54,322.76,1110.91,1110.91,
13-01-2016,14 - 15,326.37,314.89,314.89,314.89,314.89,326.55,314.89,314.89,314.89,314.89,314.89,314.89,314.89,314.89,326.55,1111,1111,
13-01-2016,15 - 16,402.08,376.44,376.44,403.1,403.1,403.1,346.54,403.1,346.54,346.54,346.54,376.44,376.44,376.44,403.1,452.62,1110.91,
13-01-2016,16 - 17,694.2,694.39,694.39,760.84,760.84,760.84,366.35,760.84,366.35,366.35,366.35,694.39,694.39,694.39,760.84,760.84,1110.91,
13-01-2016,17 - 18,729.93,554.53,554.53,924.95,924.95,924.95,398.01,924.95,398.01,398.01,398.01,554.53,554.53,554.53,924.95,1111,1111,
13-01-2016,18 - 19,503.71,346.64,346.64,554.62,554.62,554.62,390.79,554.62,554.62,388.2,388.2,346.64,346.64,346.64,554.62,1110.91,1110.91,
13-01-2016,19 - 20,323.87,252.32,252.32,359.69,359.69,359.69,359.69,359.69,359.69,348.12,348.12,252.32,252.32,252.32,322.57,1110.81,1110.81,
13-01-2016,20 - 21,261.02,233.62,233.62,274.16,274.16,274.16,274.16,274.16,274.16,269.26,269.26,233.62,233.62,233.62,311.37,452.16,452.16,274.16
13-01-2016,21 - 22,249.17,229.83,229.83,249.63,249.63,272.59,249.63,249.63,249.63,249.63,249.63,229.83,229.83,229.83,272.59,321.18,321.18,272.59
13-01-2016,22 - 23,235.57,235.29,235.29,235.29,235.29,240.47,235.29,235.29,235.29,235.29,235.29,235.29,235.29,235.29,240.47,287.58,287.58,240.47
13-01-2016,23 - 00,212.43,212.43,212.43,212.43,212.43,212.43,212.43,212.43,212.43,212.43,212.43,212.43,212.43,212.43,212.43,268.42,268.42,212.43
14-01-2016,00 - 01,217.39,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,214.89,214.89,214.89,217.76,259.91,259.91,217.76
14-01-2016,01 - 02,208.87,209.15,209.15,209.15,209.15,209.15,209.15,209.15,209.15,209.15,209.15,203.87,203.87,203.87,209.15,259.54,259.54,209.15
14-01-2016,02 - 03,205.44,205.81,205.81,205.81,205.81,205.81,205.81,205.81,205.81,205.81,205.81,199.24,199.24,199.24,205.81,259.54,259.54,205.81
14-01-2016,03 - 04,203.87,204.05,204.05,204.05,204.05,204.05,204.05,204.05,204.05,204.05,204.05,201.18,201.18,201.18,204.05,250.74,250.74,
