Elspot Prices in SEK/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 10-01-2018,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
23-03-2016,19 - 20,207.67,214.6,214.6,214.6,214.6,407.49,214.6,214.6,202.04,202.04,202.04,214.6,214.6,207.95,407.49,407.49,407.49,
23-03-2016,20 - 21,203.52,206.1,206.1,206.1,206.1,220.98,206.1,206.1,202.22,202.22,202.22,206.1,206.1,206.1,401.67,401.67,401.67,
23-03-2016,21 - 22,202.5,202.04,202.04,202.04,202.04,222.45,202.04,202.04,202.04,202.04,202.04,202.04,202.04,202.04,285.27,291.09,291.09,
23-03-2016,22 - 23,199.45,199.45,199.45,199.45,199.45,199.45,199.45,199.45,199.45,199.45,199.45,199.45,199.45,199.45,241.11,282.5,282.5,
23-03-2016,23 - 00,195.29,195.29,195.29,195.29,195.29,195.29,195.29,195.29,195.29,195.29,195.29,195.29,195.29,195.29,195.29,271.78,271.78,
24-03-2016,00 - 01,197.46,197.37,197.37,197.37,197.37,197.37,197.37,197.37,197.37,197.37,197.37,197.37,197.37,197.37,197.37,240.36,240.36,
24-03-2016,01 - 02,194.13,194.04,194.04,194.04,194.04,194.04,194.04,194.04,194.04,194.04,194.04,194.04,194.04,194.04,194.04,204.12,204.12,
24-03-2016,02 - 03,191.45,191.36,191.36,191.36,191.36,191.36,191.36,191.36,191.36,191.36,191.36,191.36,191.36,191.36,191.36,204.12,204.12,
24-03-2016,03 - 04,192.93,192.84,192.84,192.84,192.84,192.84,192.84,192.84,192.84,192.84,192.84,192.84,192.84,192.84,192.84,204.3,204.3,
24-03-2016,04 - 05,197.37,196.26,196.26,196.26,196.26,239.8,196.26,196.26,196.26,196.26,196.26,196.26,196.26,196.26,239.8,270.77,270.77,
24-03-2016,05 - 06,203.38,201.71,201.71,201.71,201.71,292.87,201.71,201.71,201.71,201.71,201.71,201.71,201.71,201.71,292.87,292.87,292.87,
24-03-2016,06 - 07,202.36,200.33,200.33,200.33,200.33,292.96,200.33,200.33,200.33,200.33,200.33,200.33,200.33,200.33,292.96,292.96,292.96,
24-03-2016,07 - 08,203.84,201.53,201.53,201.53,201.53,370.15,201.53,201.53,201.53,201.53,201.53,201.53,201.53,201.53,370.15,370.15,370.15,
24-03-2016,08 - 09,206.34,204.21,204.21,204.21,231.67,397.7,204.21,231.67,202.45,202.45,202.45,204.21,204.21,204.21,397.7,397.7,397.7,
24-03-2016,09 - 10,205.32,202.55,202.55,202.55,231.57,382.63,202.55,231.57,202.55,202.55,202.55,202.55,202.55,202.55,382.63,382.63,382.63,
24-03-2016,10 - 11,202.92,201.07,201.07,201.07,231.2,293.05,201.07,231.2,201.07,201.07,201.07,201.07,201.07,201.07,293.05,293.05,378.01,
24-03-2016,11 - 12,201.44,199.68,199.68,199.68,199.68,292.87,199.68,199.68,199.68,199.68,199.68,199.68,199.68,199.68,292.87,292.87,377.73,
24-03-2016,12 - 13,199.13,196.91,196.91,196.91,196.91,293.05,196.91,196.91,196.91,196.91,196.91,196.91,196.91,196.91,293.05,293.05,379.86,
24-03-2016,13 - 14,196.26,194.23,194.23,194.23,194.23,292.96,194.23,194.23,194.23,194.23,194.23,194.23,194.23,194.23,292.96,292.96,398.99,
24-03-2016,14 - 15,194.41,192.29,192.29,192.29,192.29,370.61,192.29,192.29,192.29,192.29,192.29,192.29,192.29,192.29,370.61,370.61,370.61,
24-03-2016,15 - 16,193.03,191.18,191.18,191.18,191.18,280.39,191.18,191.18,191.18,191.18,191.18,191.18,191.18,191.18,280.39,397.7,397.7,
24-03-2016,16 - 17,192.93,191.27,191.27,191.27,191.27,252.01,191.27,191.27,191.27,191.27,191.27,191.27,191.27,191.27,252.01,292.87,370.61,
24-03-2016,17 - 18,194.97,192.93,192.93,192.93,192.93,292.77,192.93,192.93,192.93,192.93,192.93,192.93,192.93,192.93,292.77,292.77,370.61,
24-03-2016,18 - 19,197.74,194.6,194.6,194.6,194.6,428.94,194.6,194.6,194.6,194.6,194.6,194.6,194.6,194.6,428.94,428.94,428.94,
24-03-2016,19 - 20,197.37,195.43,195.43,195.43,195.43,292.77,195.43,195.43,195.43,195.43,195.43,195.43,195.43,195.43,292.77,292.77,370.43,
24-03-2016,20 - 21,195.34,194.87,194.87,194.87,194.87,207.91,194.87,194.87,194.87,194.87,194.87,194.87,194.87,194.87,401.21,401.21,401.21,
24-03-2016,21 - 22,193.58,192.66,192.66,192.66,192.66,222.61,192.66,192.66,192.66,192.66,192.66,192.66,192.66,192.66,292.5,292.5,292.5,
24-03-2016,22 - 23,190.07,189.79,189.79,189.79,189.79,204.67,189.79,189.79,189.79,189.79,189.79,189.79,189.79,189.79,259.77,276.97,276.97,
24-03-2016,23 - 00,187.48,187.66,187.66,187.66,187.66,187.66,187.66,187.66,187.66,187.66,187.66,187.66,187.66,187.66,187.66,262.73,262.73,
25-03-2016,00 - 01,192.05,191.86,191.86,191.86,191.86,191.86,191.86,191.86,191.86,191.86,191.86,191.86,191.86,191.86,191.86,241.45,241.45,
25-03-2016,01 - 02,188.06,187.97,187.97,187.97,187.97,187.97,187.97,187.97,187.97,187.97,187.97,187.97,187.97,187.97,187.97,204.66,204.66,
25-03-2016,02 - 03,187.79,187.69,187.69,187.69,187.69,187.69,187.69,187.69,187.69,187.69,187.69,187.69,187.69,187.69,187.69,204.56,204.56,
25-03-2016,03 - 04,185.38,185.28,185.28,185.28,185.28,185.28,185.28,185.28,185.28,185.28,185.28,185.28,185.28,185.28,185.28,204.66,204.66,
25-03-2016,04 - 05,185.84,185.47,185.47,185.47,185.47,191.59,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,191.59,264.44,264.44,
25-03-2016,05 - 06,188.71,188.16,188.16,188.16,188.16,194.64,188.16,188.16,188.16,188.16,188.16,188.16,188.16,188.16,239.69,271.11,271.11,
25-03-2016,06 - 07,187.88,187.79,187.79,187.79,187.79,187.79,187.79,187.79,187.79,187.79,187.79,187.79,187.79,187.79,278.9,278.9,278.9,
25-03-2016,07 - 08,189.08,188.99,188.99,188.99,188.99,189.36,188.99,188.99,188.99,188.99,188.99,188.99,188.99,188.99,295.21,295.21,320.42,
25-03-2016,08 - 09,193.44,192.98,192.98,192.98,192.98,204.38,192.98,192.98,192.98,192.98,192.98,192.98,192.98,192.98,295.3,295.3,358.61,
25-03-2016,09 - 10,195.66,195.11,195.11,195.11,195.11,208.36,195.11,195.11,195.11,195.11,195.11,195.11,195.11,195.11,295.4,295.4,391.79,
25-03-2016,10 - 11,195.39,195.11,195.11,195.11,195.11,204.93,195.11,195.11,195.11,195.11,195.11,195.11,195.11,195.11,295.4,295.4,385.4,
25-03-2016,11 - 12,194.27,193.72,193.72,193.72,193.72,205.4,193.72,193.72,193.72,193.72,193.72,193.72,193.72,193.72,295.3,295.3,384.66,
25-03-2016,12 - 13,193.25,192.33,192.33,192.33,192.33,208.36,192.33,192.33,192.33,192.33,192.33,192.33,192.33,192.33,295.12,295.12,383.91,
25-03-2016,13 - 14,189.73,189.27,189.27,189.27,189.27,208.08,189.27,189.27,189.27,189.27,189.27,189.27,189.27,189.27,295.03,295.03,392.07,
25-03-2016,14 - 15,189.08,188.25,188.25,188.25,188.25,208.36,188.25,188.25,188.25,188.25,188.25,188.25,188.25,188.25,294.93,294.93,370.84,
25-03-2016,15 - 16,189.08,187.97,187.97,187.97,187.97,213.09,187.97,187.97,187.97,187.97,187.97,187.97,187.97,187.97,295.03,295.03,367.79,
25-03-2016,16 - 17,189.55,188.71,188.71,188.71,188.71,221.62,188.71,188.71,188.71,188.71,188.71,188.71,188.71,188.71,295.03,295.03,368.99,
25-03-2016,17 - 18,192.14,189.73,189.73,189.73,189.73,240.99,189.73,189.73,189.73,189.73,189.73,189.73,189.73,189.73,295.21,295.21,369.08,
25-03-2016,18 - 19,196.13,193.07,193.07,193.07,193.07,348.88,193.07,193.07,193.07,193.07,193.07,193.07,193.07,193.07,348.88,348.88,394.11,
25-03-2016,19 - 20,195.66,194.74,194.74,194.74,194.74,222.54,194.74,194.74,194.74,194.74,194.74,194.74,194.74,194.74,295.49,295.49,401.62,
25-03-2016,20 - 21,192.7,192.79,192.79,192.79,192.79,192.79,192.79,192.79,192.79,192.79,192.79,192.79,192.79,192.79,295.49,295.49,345.17,
25-03-2016,21 - 22,190.29,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,295.3,295.3,295.3,
25-03-2016,22 - 23,189.55,189.55,189.55,189.55,189.55,189.55,189.55,189.55,189.55,189.55,189.55,189.55,189.55,189.55,277.97,278.9,278.9,
25-03-2016,23 - 00,186.77,186.77,186.77,186.77,186.77,186.77,186.77,186.77,186.77,186.77,186.77,186.77,186.77,186.77,239.69,259.99,259.99,
26-03-2016,00 - 01,192.98,192.98,192.98,192.98,192.98,192.98,192.98,192.98,192.98,192.98,192.98,192.98,192.98,192.98,192.98,260.08,260.08,
26-03-2016,01 - 02,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,190.38,258.32,258.32,
26-03-2016,02 - 03,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,205.67,205.67,
26-03-2016,03 - 04,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,220.5,220.5,
26-03-2016,04 - 05,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,185.38,239.69,239.69,
26-03-2016,05 - 06,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,204.38,204.38,204.38,
26-03-2016,06 - 07,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,185.47,240.71,240.71,240.71,
26-03-2016,07 - 08,189.73,189.73,189.73,189.73,189.73,189.73,189.73,189.73,189.73,189.73,189.73,189.73,189.73,189.73,293.82,293.82,293.82,
26-03-2016,08 - 09,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,285.2,311.15,311.15,
26-03-2016,09 - 10,195.66,195.66,195.66,195.66,195.66,195.66,195.66,195.66,195.66,195.66,195.66,195.66,195.66,195.66,318.48,318.48,318.48,
26-03-2016,10 - 11,193.81,193.81,193.81,193.81,193.81,193.81,193.81,193.81,193.81,193.81,193.81,193.81,193.81,193.81,319.59,319.59,319.59,
26-03-2016,11 - 12,185.1,185.1,185.1,185.1,185.1,185.1,185.1,185.1,185.1,185.1,185.1,185.1,185.1,185.1,320.79,320.79,320.79,
26-03-2016,12 - 13,176.66,176.66,176.66,176.66,176.66,176.66,176.66,176.66,176.66,176.66,176.66,176.66,176.66,176.66,285.48,323.11,323.11,
26-03-2016,13 - 14,169.25,169.25,169.25,169.25,169.25,169.25,169.25,169.25,169.25,169.25,169.25,169.25,169.25,169.25,285.29,313.47,313.47,
26-03-2016,14 - 15,162.3,162.57,162.57,162.57,162.57,162.57,150.99,162.57,162.57,162.57,162.57,162.57,162.57,162.57,285.11,310.97,310.97,
26-03-2016,15 - 16,163.78,164.34,164.34,164.34,164.34,164.34,145.98,164.34,164.34,164.34,164.34,164.34,164.34,164.34,285.02,310.97,310.97,
26-03-2016,16 - 17,165.17,165.63,165.63,165.63,165.63,165.63,146.91,165.63,165.63,165.63,165.63,165.63,165.63,165.63,284.83,310.97,310.97,
26-03-2016,17 - 18,177.96,177.96,177.96,177.96,177.96,177.96,179.72,177.96,177.96,177.96,177.96,177.96,177.96,177.96,285.2,311.15,311.15,
26-03-2016,18 - 19,186.58,186.49,186.49,186.49,186.49,192.05,186.49,186.49,186.49,186.49,186.49,186.49,186.49,186.49,343.97,343.97,343.97,
26-03-2016,19 - 20,186.21,186.21,186.21,186.21,186.21,186.21,186.21,186.21,186.21,186.21,186.21,186.21,186.21,186.21,358.8,358.8,358.8,
26-03-2016,20 - 21,184.82,184.82,184.82,184.82,184.82,184.82,184.82,184.82,184.82,184.82,184.82,184.82,184.82,184.82,313.29,313.29,313.29,
26-03-2016,21 - 22,173.33,173.51,173.51,173.51,173.51,173.51,166.75,173.51,173.51,173.51,173.51,173.51,173.51,173.51,310.88,310.88,310.88,
26-03-2016,22 - 23,166,166,166,166,166,166,166,166,166,166,166,166,166,166,284.92,293.17,293.17,
26-03-2016,23 - 00,159.05,159.98,159.98,159.98,159.98,159.98,135.88,135.88,159.98,159.98,159.98,159.98,159.98,159.98,259.53,271.85,271.85,
27-03-2016,00 - 01,146.73,150.8,150.8,150.8,150.8,150.8,67.94,67.94,150.8,150.8,150.8,150.8,150.8,150.8,150.8,257.86,257.86,
27-03-2016,01 - 02,136.34,140.05,140.05,140.05,140.05,140.05,28.18,28.18,143.67,143.67,143.67,142.92,142.92,142.92,140.05,227.09,227.09,
27-03-2016,02 - 03,,,,,,,,,,,,,,,,,,
27-03-2016,03 - 04,143.11,142.92,142.92,142.92,142.92,142.92,56.54,92.5,148.49,148.49,148.49,142.92,142.92,142.92,142.92,204.28,204.28,
27-03-2016,04 - 05,140.33,129.95,129.95,129.95,129.95,129.95,37.26,92.13,148.58,148.58,148.58,129.95,129.95,129.95,129.95,200.11,200.11,
27-03-2016,05 - 06,143.39,143.02,143.02,143.02,143.02,143.02,37.26,93.06,148.12,148.12,148.12,143.02,143.02,143.02,191.59,191.59,191.59,
27-03-2016,06 - 07,144.5,103.63,103.63,103.63,103.63,103.63,8.43,8.43,158.68,158.68,158.68,127.17,127.17,127.17,103.63,103.63,103.63,
27-03-2016,07 - 08,149.41,151.36,151.36,151.36,151.36,151.36,42.91,92.69,153.21,153.21,153.21,151.36,151.36,151.36,165.73,165.73,165.73,
27-03-2016,08 - 09,148.21,150.9,150.9,150.9,150.9,150.9,69.52,93.06,150.9,150.9,150.9,150.9,150.9,150.9,260.55,260.55,260.55,
27-03-2016,09 - 10,156.46,158.22,158.22,158.22,158.22,158.22,82.59,93.15,158.22,158.22,158.22,158.22,158.22,158.22,259.99,259.99,259.99,
27-03-2016,10 - 11,159.89,160.44,160.44,160.44,160.44,160.44,160.44,160.44,160.44,160.44,160.44,160.44,160.44,160.44,244.7,244.7,244.7,
27-03-2016,11 - 12,160.35,160.91,160.91,160.91,160.91,160.91,160.91,160.91,160.91,160.91,160.91,160.91,160.91,160.91,219.21,219.21,219.21,
27-03-2016,12 - 13,155.72,155.81,155.81,155.81,155.81,155.81,155.81,155.81,155.81,155.81,155.81,155.81,155.81,155.81,213.18,213.18,213.18,
27-03-2016,13 - 14,149.04,148.49,148.49,148.49,148.49,148.49,148.49,148.49,148.49,148.49,148.49,151.82,151.82,151.82,205.03,205.03,205.03,
27-03-2016,14 - 15,144.32,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.94,143.94,143.94,151.54,151.54,151.54,192.88,192.88,192.88,
27-03-2016,15 - 16,144.13,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,143.85,150.15,150.15,150.15,155.99,155.99,155.99,
27-03-2016,16 - 17,148.12,148.12,148.12,148.12,148.12,148.12,148.12,148.12,148.12,148.12,148.12,148.12,148.12,148.12,151.92,151.92,151.92,
27-03-2016,17 - 18,157.85,157.85,157.85,157.85,157.85,157.85,157.85,157.85,157.85,157.85,157.85,157.85,157.85,157.85,157.85,157.85,157.85,
27-03-2016,18 - 19,162.57,162.57,162.57,162.57,162.57,162.57,162.57,162.57,162.57,162.57,162.57,162.57,162.57,162.57,192.61,192.61,192.61,
27-03-2016,19 - 20,181.67,181.67,181.67,181.67,181.67,181.67,181.67,181.67,181.67,181.67,181.67,181.67,181.67,181.67,257.77,257.77,257.77,
27-03-2016,20 - 21,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,275.84,275.84,275.84,
27-03-2016,21 - 22,184.17,184.17,184.17,184.17,184.17,184.17,184.17,184.17,184.17,184.17,184.17,184.17,184.17,184.17,252.95,252.95,252.95,
27-03-2016,22 - 23,180.74,180.74,180.74,180.74,180.74,180.74,180.74,180.74,180.74,180.74,180.74,180.74,180.74,180.74,180.74,236.35,236.35,
27-03-2016,23 - 00,171.47,171.47,171.47,171.47,171.47,171.47,171.47,171.47,171.47,171.47,171.47,171.47,171.47,171.47,171.47,195.2,195.2,
28-03-2016,00 - 01,145.43,139.87,139.87,139.87,139.87,139.87,119.38,119.38,152.38,152.38,152.38,139.87,139.87,139.87,139.87,215.13,215.13,
28-03-2016,01 - 02,137.18,130.23,130.23,130.23,130.23,130.23,76.75,76.75,142.28,142.28,142.28,130.23,130.23,130.23,130.23,181.67,181.67,
28-03-2016,02 - 03,136.16,130.88,130.88,130.88,130.88,130.88,68.87,68.87,142,142,142,130.88,130.88,130.88,130.88,174.72,174.72,
28-03-2016,03 - 04,133.93,136.34,136.34,136.34,136.34,136.34,60.25,60.25,140.33,140.33,140.33,136.34,136.34,136.34,136.34,173.79,173.79,
28-03-2016,04 - 05,142.37,144.5,144.5,144.5,144.5,144.5,48.85,48.85,144.5,144.5,144.5,144.5,144.5,144.5,144.5,176.66,176.66,
28-03-2016,05 - 06,152.19,154.79,154.79,154.79,154.79,154.79,58.21,58.21,154.79,154.79,154.79,154.79,154.79,154.79,176.57,176.57,176.57,
28-03-2016,06 - 07,147.28,150.99,150.99,150.99,150.99,150.99,54.32,54.32,150.99,150.99,150.99,150.99,150.99,150.99,176.85,176.85,176.85,
28-03-2016,07 - 08,148.86,152.29,152.29,152.29,152.29,152.29,55.24,55.24,152.29,152.29,152.29,152.29,152.29,152.29,240.43,240.43,240.43,
28-03-2016,08 - 09,154.33,155.81,155.81,155.81,155.81,155.81,36.98,109.56,155.81,155.81,155.81,155.81,155.81,155.81,274.82,274.82,274.82,
28-03-2016,09 - 10,162.95,163.87,163.87,163.87,163.87,163.87,31.61,163.87,163.87,163.87,163.87,163.87,163.87,163.87,276.86,276.86,276.86,
28-03-2016,10 - 11,167.67,169.43,169.43,169.43,169.43,169.43,24.84,169.43,169.43,169.43,169.43,169.43,169.43,169.43,294.56,294.56,294.56,
28-03-2016,11 - 12,167.02,171.75,171.75,171.75,171.75,171.75,0.65,171.75,171.75,171.75,171.75,171.75,171.75,171.75,280.66,280.66,280.66,
28-03-2016,12 - 13,162.48,167.77,167.77,167.77,167.77,167.77,-7.14,167.77,167.77,167.77,167.77,167.77,167.77,167.77,280.47,280.47,280.47,
28-03-2016,13 - 14,158.96,165.17,165.17,165.17,165.17,165.17,-112.8,109.93,165.17,165.17,165.17,165.17,165.17,165.17,283.44,283.44,283.44,
28-03-2016,14 - 15,155.35,163.41,163.41,163.41,163.41,165.36,-123.92,-54.96,163.41,163.41,163.41,163.41,163.41,163.41,268.33,268.33,268.33,
28-03-2016,15 - 16,153.49,162.67,162.67,162.67,162.67,184.45,-124.67,-55.43,162.67,162.67,162.67,162.67,162.67,162.67,252.85,252.85,252.85,
28-03-2016,16 - 17,154.51,162.85,162.85,162.85,162.85,198.35,-124.57,-55.98,162.85,162.85,162.85,162.85,162.85,162.85,242.1,242.1,242.1,
28-03-2016,17 - 18,158.03,162.2,162.2,162.2,162.2,190.38,-38.93,-38.93,162.2,162.2,162.2,162.2,162.2,162.2,250.54,250.54,250.54,
28-03-2016,18 - 19,168.78,168.6,168.6,168.6,168.6,220.23,69.05,69.05,168.6,168.6,168.6,168.6,168.6,168.6,256,256,256,
28-03-2016,19 - 20,172.31,171.38,171.38,171.38,171.38,224.77,109.28,109.28,171.38,171.38,171.38,171.38,171.38,171.38,310.78,310.78,310.78,
28-03-2016,20 - 21,172.77,173.14,173.14,173.14,173.14,173.14,157.75,157.75,173.14,173.14,173.14,173.14,173.14,173.14,299.94,299.94,299.94,
28-03-2016,21 - 22,167.58,168.88,168.88,168.88,168.88,168.88,106.31,168.88,168.88,168.88,168.88,168.88,168.88,168.88,273.06,273.06,273.06,
28-03-2016,22 - 23,164.34,164.8,164.8,164.8,164.8,164.8,150.99,150.99,164.8,164.8,164.8,164.8,164.8,164.8,164.8,233.85,233.85,
28-03-2016,23 - 00,155.07,155.81,155.81,155.81,155.81,155.81,120.31,120.31,155.81,155.81,155.81,155.81,155.81,155.81,155.81,185.84,185.84,
29-03-2016,00 - 01,153.03,151.73,151.73,151.73,151.73,151.73,106.68,151.73,154.23,154.23,154.23,151.73,151.73,151.73,151.73,185.65,185.65,
29-03-2016,01 - 02,152.19,151.45,151.45,151.45,151.45,151.45,84.72,151.45,152.75,152.75,152.75,151.45,151.45,151.45,151.45,151.45,151.45,
29-03-2016,02 - 03,146.26,145.24,145.24,145.24,145.24,145.24,110.76,145.24,145.24,145.24,145.24,145.24,145.24,145.24,145.24,145.24,145.24,
29-03-2016,03 - 04,146.26,146.35,146.35,146.35,146.35,146.35,85.55,146.35,146.35,146.35,146.35,146.35,146.35,146.35,146.35,146.35,146.35,
29-03-2016,04 - 05,154.79,155.44,155.44,155.44,155.44,155.44,76.93,155.44,155.44,155.44,155.44,155.44,155.44,155.44,155.44,155.44,155.44,
29-03-2016,05 - 06,174.62,171.47,171.47,171.47,171.47,223.01,125.04,171.47,171.47,171.47,171.47,171.47,171.47,171.47,223.01,223.01,223.01,
29-03-2016,06 - 07,190.29,186.49,186.49,186.49,186.49,245.44,219.21,186.49,186.49,186.49,186.49,186.49,186.49,186.49,245.44,310.69,310.69,
29-03-2016,07 - 08,198.91,195.39,195.39,195.39,195.39,371.12,209.1,209.1,195.39,195.39,195.39,195.39,195.39,195.39,371.12,371.12,371.12,
29-03-2016,08 - 09,200.85,198.07,198.07,198.07,198.07,415.33,198.07,198.07,198.07,198.07,198.07,198.07,198.07,198.07,415.33,415.33,415.33,
29-03-2016,09 - 10,200.58,198.07,198.07,198.07,198.07,372.61,198.07,198.07,198.07,198.07,198.07,198.07,198.07,198.07,372.61,372.61,372.61,
29-03-2016,10 - 11,199.56,196.87,196.87,196.87,196.87,375.02,196.87,196.87,196.87,196.87,196.87,196.87,196.87,196.87,375.02,375.02,375.02,
29-03-2016,11 - 12,198.07,195.2,195.2,195.2,195.2,371.31,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,371.31,371.31,371.31,
29-03-2016,12 - 13,193.44,189.36,189.36,189.36,189.36,370.84,189.36,189.36,189.36,189.36,189.36,189.36,189.36,189.36,370.84,370.84,370.84,
29-03-2016,13 - 14,188.9,185.28,185.28,185.28,185.28,355,185.28,185.28,185.28,185.28,185.28,185.28,185.28,185.28,355,355,355,
29-03-2016,14 - 15,185.84,183.8,183.8,183.8,183.8,329.32,183.8,183.8,183.8,183.8,183.8,183.8,183.8,183.8,329.32,350.55,350.55,
29-03-2016,15 - 16,185.01,182.78,182.78,182.78,182.78,283.25,182.78,182.78,182.78,182.78,182.78,182.78,182.78,182.78,283.25,310.88,310.88,
29-03-2016,16 - 17,186.12,184.08,184.08,184.08,184.08,310.6,177.4,184.08,184.08,184.08,184.08,184.08,184.08,184.08,310.6,310.6,310.6,
29-03-2016,17 - 18,195.85,192.42,192.42,192.42,192.42,283.9,199.09,192.42,192.42,192.42,192.42,192.42,192.42,192.42,283.9,283.9,283.9,
29-03-2016,18 - 19,199.09,196.5,196.5,196.5,196.5,310.88,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,310.88,310.88,310.88,
29-03-2016,19 - 20,200.39,197.8,197.8,197.8,197.8,415.43,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,415.43,415.43,415.43,
29-03-2016,20 - 21,199.46,198.35,198.35,198.35,198.35,286.13,198.35,198.35,198.35,198.35,198.35,198.35,198.35,198.35,371.22,371.22,371.22,
29-03-2016,21 - 22,196.41,195.94,195.94,195.94,195.94,222.54,195.94,195.94,195.94,195.94,195.94,195.94,195.94,195.94,238.76,310.88,310.88,
29-03-2016,22 - 23,190.47,190.01,190.01,190.01,190.01,203.73,190.01,190.01,190.01,190.01,190.01,190.01,190.01,190.01,203.73,283.72,283.72,
29-03-2016,23 - 00,186.21,186.12,186.12,186.12,186.12,186.12,186.12,186.12,186.12,186.12,186.12,186.12,186.12,186.12,186.12,249.61,249.61,
30-03-2016,00 - 01,188.34,188.15,188.15,188.15,188.15,188.15,188.15,188.15,188.15,188.15,188.15,188.15,188.15,188.15,188.15,188.15,188.15,
30-03-2016,01 - 02,186.76,186.58,186.58,186.58,186.58,186.58,186.58,186.58,186.58,186.58,186.58,186.58,186.58,186.58,186.58,186.58,186.58,
30-03-2016,02 - 03,187.41,187.23,187.23,187.23,187.23,187.23,187.23,187.23,187.23,187.23,187.23,187.23,187.23,187.23,187.23,187.23,187.23,
30-03-2016,03 - 04,184.82,184.63,184.63,184.63,184.63,184.63,184.63,184.63,184.63,184.63,184.63,184.63,184.63,184.63,184.63,185.56,185.56,
30-03-2016,04 - 05,187.51,187.04,187.04,187.04,187.04,187.04,187.04,187.04,187.04,187.04,187.04,187.04,187.04,187.04,187.04,187.04,187.04,
30-03-2016,05 - 06,197.52,195.38,195.38,195.38,195.38,272.69,195.38,195.38,195.38,195.38,195.38,195.38,195.38,195.38,272.69,272.69,272.69,
30-03-2016,06 - 07,203.45,200.85,200.85,200.85,200.85,384.09,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,384.09,384.09,384.09,
30-03-2016,07 - 08,216.98,205.86,205.86,205.86,205.86,415.24,205.86,205.86,205.86,205.86,205.86,205.86,205.86,203.63,415.24,415.24,415.24,
30-03-2016,08 - 09,231.62,214.48,214.48,214.48,214.48,415.52,214.48,214.48,214.48,214.48,214.48,214.48,214.48,214.48,415.52,415.52,415.52,
30-03-2016,09 - 10,222.26,208.82,208.82,208.82,208.82,415.98,208.82,208.82,208.82,208.82,208.82,208.82,208.82,208.82,415.98,415.98,423.39,
30-03-2016,10 - 11,213.18,203.82,203.82,203.82,203.82,415.89,203.82,203.82,203.82,203.82,203.82,203.82,203.82,203.82,415.89,415.89,415.89,
30-03-2016,11 - 12,206.23,202.34,202.34,202.34,202.34,415.89,202.34,202.34,202.34,202.34,202.34,202.34,202.34,202.34,415.89,415.89,415.89,
30-03-2016,12 - 13,202.8,200.57,200.57,200.57,200.57,415.79,200.57,200.57,200.57,200.57,200.57,200.57,200.57,200.57,415.79,415.79,415.79,
30-03-2016,13 - 14,202.15,200.02,200.02,200.02,200.02,415.7,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,415.7,415.7,415.7,
30-03-2016,14 - 15,201.32,199.37,199.37,199.37,199.37,402.82,199.37,199.37,199.37,199.37,199.37,199.37,199.37,199.37,402.82,411.81,411.81,
30-03-2016,15 - 16,200.3,198.26,198.26,198.26,198.26,309.11,198.26,198.26,198.26,198.26,198.26,198.26,198.26,198.26,309.11,379.83,379.83,
30-03-2016,16 - 17,200.3,197.79,197.79,197.79,197.79,355.92,197.79,197.79,197.79,197.79,197.79,197.79,197.79,197.79,355.92,384.84,384.84,
30-03-2016,17 - 18,201.96,199.37,199.37,199.37,199.37,378.44,199.37,199.37,199.37,199.37,199.37,199.37,199.37,199.37,378.44,378.44,378.44,
30-03-2016,18 - 19,203.73,201.04,201.04,201.04,201.04,398.09,201.04,201.04,201.04,201.04,201.04,201.04,201.04,201.04,398.09,398.09,398.09,
30-03-2016,19 - 20,207.62,202.8,202.8,202.8,202.8,438.22,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,415.79,415.79,415.79,
